fandom,category,bullet_type,text_years,n_text_years,url_date,url_year,relative_expr,event_year,year_source,text_url_gap
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,2026,1,2026-03-19,2026,,2026,text,0
IKON,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,2023|2026,2,2026-04-02,2026,,2026,text,0
IKON,K-pop 보이그룹,loyalty,,0,2026-05-21,2026,,2026,url,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,2023,1,,,,2023,text,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,,0,,,,,none,
IKON,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,loyalty,2016,1,,,,2016,text,
IKON,K-pop 보이그룹,loyalty,2022,1,,,,2022,text,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,2016|2017,2,,,,2017,text,
IKON,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,spillover,2018,1,,,,2018,text,
IKON,K-pop 보이그룹,spillover,2018,1,,,,2018,text,
IKON,K-pop 보이그룹,spillover,2016|2018,2,,,,2018,text,
IKON,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,2026,1,2026-08-05,2026,,2026,text,0
IKON,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,spillover,2026,1,2026-04,2026,,2026,text,0
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,2021-08-20,2021,,2021,url,
IKON,K-pop 보이그룹,spillover,,0,2023-03-22,2023,,2023,url,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,2014,1,,,,2014,text,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,2016,1,,,,2016,text,
IKON,K-pop 보이그룹,spillover,2016,1,,,,2016,text,
IKON,K-pop 보이그룹,spillover,2022,1,,,,2022,text,
IKON,K-pop 보이그룹,spillover,2016|2017,2,,,,2017,text,
IKON,K-pop 보이그룹,spillover,2008|2009|2012|2013,4,,,,2013,text,
IKON,K-pop 보이그룹,spillover,2016|2018|2023,3,,,,2023,text,
IKON,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,spillover,2016,1,,,,2016,text,
IKON,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
IKON,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
IKON,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
IKON,K-pop 보이그룹,spillover,,0,,,,,none,
IKON,K-pop 보이그룹,spillover,2026,1,2026-05,2026,,2026,text,0
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2025,1,2026-04-10,2026,,2025,text,-1
CORTIS,K-pop 보이그룹,loyalty,2026,1,2026-04-10,2026,,2026,text,0
CORTIS,K-pop 보이그룹,loyalty,,0,2026-04-10,2026,,2026,url,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,loyalty,,0,,,0,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,2026-07-19,2026,,2026,url,
CORTIS,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,2026-04-22,2026,,2026,url,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,loyalty,,0,2026-06-20,2026,,2026,url,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2026,1,2026-07-26,2026,,2026,text,0
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,loyalty,2026,1,2026-09-06,2026,,2026,text,0
CORTIS,K-pop 보이그룹,loyalty,,0,2025-09-29,2025,,2025,url,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,,0,,,,,none,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2026,1,2026-07-29,2026,,2026,text,0
CORTIS,K-pop 보이그룹,spillover,2025|2026,2,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,2026-05-20,2026,,2026,url,
CORTIS,K-pop 보이그룹,spillover,,0,2026-05-20,2026,,2026,url,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,2025-08-18,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2022,1,,,,2022,text,
CORTIS,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2025,1,2025-12-30,2025,,2025,text,0
CORTIS,K-pop 보이그룹,spillover,2025,1,2025-12-30,2025,,2025,text,0
CORTIS,K-pop 보이그룹,spillover,,0,2025-12-30,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,2021|2026,2,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2015|2026,2,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,2025-09-29,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,spillover,,0,2025-08-18,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,2025-08-27,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2013,1,,,,2013,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2025,1,2025-09-09,2025,,2025,text,0
CORTIS,K-pop 보이그룹,spillover,,0,2025-09-15,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,spillover,2023|2024,2,,,,2024,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,2026-04-02,2026,,2026,url,
CORTIS,K-pop 보이그룹,spillover,,0,2026-04-02,2026,,2026,url,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,spillover,2025|2026,2,2026-04-02,2026,,2026,text,0
CORTIS,K-pop 보이그룹,spillover,2025,1,2026-04-02,2026,,2025,text,-1
CORTIS,K-pop 보이그룹,spillover,2026,1,2026-04-02,2026,,2026,text,0
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2026,1,2026-04-02,2026,,2026,text,0
CORTIS,K-pop 보이그룹,spillover,,0,2025-09-29,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,2026,1,2026-05-31,2026,,2026,text,0
CORTIS,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
CORTIS,K-pop 보이그룹,spillover,2026,1,2026-05-29,2026,,2026,text,0
CORTIS,K-pop 보이그룹,spillover,2026,1,2026-05-27,2026,0,2026,text,0
CORTIS,K-pop 보이그룹,spillover,2025,1,2026-05-27,2026,,2025,text,-1
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,2025-12-11,2025,,2025,url,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,,0,,,,,none,
CORTIS,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
CORTIS,K-pop 보이그룹,spillover,2025,1,2025-08-18,2025,,2025,text,0
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,2018|2022,2,,,,2022,text,
BTOB,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,loyalty,2016,1,,,,2016,text,
BTOB,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,loyalty,2016,1,,,,2016,text,
BTOB,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,loyalty,2017|2019|2020,3,,,,2020,text,
BTOB,K-pop 보이그룹,loyalty,2019|2020,2,,,,2020,text,
BTOB,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,loyalty,2013,1,,,,2013,text,
BTOB,K-pop 보이그룹,loyalty,2022|2023,2,,,,2023,text,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
BTOB,K-pop 보이그룹,loyalty,2025,1,,,,2025,text,
BTOB,K-pop 보이그룹,loyalty,2026,1,,,,2026,text,
BTOB,K-pop 보이그룹,loyalty,2024,1,,,,2024,text,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,2024|2025,2,,,,2025,text,
BTOB,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,loyalty,2017|2019|2020,3,,,,2020,text,
BTOB,K-pop 보이그룹,loyalty,2020,1,2020-08-24,2020,,2020,text,0
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,2024,1,,,,2024,text,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,2020,1,2020-08-24,2020,,2020,text,0
BTOB,K-pop 보이그룹,loyalty,2020,1,,,,2020,text,
BTOB,K-pop 보이그룹,loyalty,2012,1,,,,2012,text,
BTOB,K-pop 보이그룹,loyalty,2018,1,2018-09-09,2018,,2018,text,0
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,loyalty,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2018,1,,,,2018,text,
BTOB,K-pop 보이그룹,spillover,2021,1,,,,2021,text,
BTOB,K-pop 보이그룹,spillover,2022,1,,,,2022,text,
BTOB,K-pop 보이그룹,spillover,2016,1,,,,2016,text,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2018,1,,,,2018,text,
BTOB,K-pop 보이그룹,spillover,2016,1,,,,2016,text,
BTOB,K-pop 보이그룹,spillover,2017|2018,2,,,,2018,text,
BTOB,K-pop 보이그룹,spillover,2025|2026,2,,,,2026,text,
BTOB,K-pop 보이그룹,spillover,2017|2026,2,2025-01-06,2025,,2026,text,1
BTOB,K-pop 보이그룹,spillover,2025,1,,,,2025,text,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
BTOB,K-pop 보이그룹,spillover,2024,1,,,,2024,text,
BTOB,K-pop 보이그룹,spillover,2024,1,,,,2024,text,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2015|2022,2,,,,2022,text,
BTOB,K-pop 보이그룹,spillover,2018|2022,2,,,,2022,text,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2013|2014|2016|2020|2022|2025,6,,,,2025,text,
BTOB,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,spillover,2016|2017|2022|2025,4,,,,2025,text,
BTOB,K-pop 보이그룹,spillover,2015|2020,2,,,,2020,text,
BTOB,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,spillover,2015,1,,,,2015,text,
BTOB,K-pop 보이그룹,spillover,2012|2020,2,,,,2020,text,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2016,1,,,,2016,text,
BTOB,K-pop 보이그룹,spillover,2017,1,,,,2017,text,
BTOB,K-pop 보이그룹,spillover,2017,1,,,,2017,text,
BTOB,K-pop 보이그룹,spillover,2022,1,,,,2022,text,
BTOB,K-pop 보이그룹,spillover,2025|2026,2,,,,2026,text,
BTOB,K-pop 보이그룹,spillover,2026,1,,,,2026,text,
BTOB,K-pop 보이그룹,spillover,2026,1,2026-01-07,2026,,2026,text,0
BTOB,K-pop 보이그룹,spillover,,0,2026-01-07,2026,,2026,url,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,,0,,,,,none,
BTOB,K-pop 보이그룹,spillover,2021,1,,,,2021,text,
BTOB,K-pop 보이그룹,spillover,,0,2022-02,2022,,2022,url,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,2007,1,,,,2007,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,2010,1,,,,2010,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2013,1,,,,2013,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,2015,1,,,,2015,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2024,1,,,,2024,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2024,1,,,,2024,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2012,1,,,,2012,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2013,1,,,,2013,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,2010,1,2010-02-08,2010,,2010,text,0
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,2021-06-07,2021,,2021,url,
FTISLAND,K-pop 보이그룹 /록,loyalty,2012,1,,,,2012,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2010|2012,2,,,,2012,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2023,1,,,,2023,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,loyalty,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,2014,1,,,,2014,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2011,1,,,,2011,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2014,1,,,,2014,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2011,1,,,,2011,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2011,1,,,,2011,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2012,1,,,,2012,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2015,1,,,,2015,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2010,1,,,,2010,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2014,1,,,,2014,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,2026,1,2026-05-30,2026,,2026,text,0
FTISLAND,K-pop 보이그룹 /록,spillover,2011,1,,,,2011,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2007|2008|2012|2015,4,,,,2015,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2012,1,,,,2012,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2025|2026,2,2025-09,2025,,2026,text,1
FTISLAND,K-pop 보이그룹 /록,spillover,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,1,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,0,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,2019,1,2021-05-04,2021,,2019,text,-2
FTISLAND,K-pop 보이그룹 /록,spillover,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2022,1,,,,2022,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2013,1,,,,2013,text,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,2011|2013|2014|2016,4,,,,2016,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2018|2022,2,,,,2022,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2011|2012,2,,,,2012,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2009,1,,,,2009,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2009,1,,,,2009,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2017,1,2017-08-04,2017,,2017,text,0
FTISLAND,K-pop 보이그룹 /록,spillover,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2026,1,,,,2026,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,2009,1,,,,2009,text,
FTISLAND,K-pop 보이그룹 /록,spillover,,0,,,,,none,
FTISLAND,K-pop 보이그룹 /록,spillover,2025,1,,,,2025,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2007,1,,,,2007,text,
FTISLAND,K-pop 보이그룹 /록,spillover,2023,1,,,,2023,text,
NewJeans,K-pop 걸그룹,loyalty,,0,,,,,none,
NewJeans,K-pop 걸그룹,loyalty,,0,,,,,none,
NewJeans,K-pop 걸그룹,loyalty,,0,,,,,none,
NewJeans,K-pop 걸그룹,loyalty,2023,1,,,,2023,text,
NewJeans,K-pop 걸그룹,loyalty,,0,,,,,none,
NewJeans,K-pop 걸그룹,loyalty,2022,1,,,,2022,text,
NewJeans,K-pop 걸그룹,loyalty,2022,1,,,,2022,text,
NewJeans,K-pop 걸그룹,loyalty,2023,1,,,,2023,text,
NewJeans,K-pop 걸그룹,loyalty,2023,1,,,,2023,text,
NewJeans,K-pop 걸그룹,loyalty,,0,,,,,none,
NewJeans,K-pop 걸그룹,loyalty,,0,,,,,none,
NewJeans,K-pop 걸그룹,loyalty,2023|2024,2,,,,2024,text,
NewJeans,K-pop 걸그룹,loyalty,2023,1,,,,2023,text,
NewJeans,K-pop 걸그룹,loyalty,2023,1,,,,2023,text,
NewJeans,K-pop 걸그룹,loyalty,2024,1,,,,2024,text,
NewJeans,K-pop 걸그룹,loyalty,2024,1,,,,2024,text,
NewJeans,K-pop 걸그룹,loyalty,2026,1,2026-03,2026,,2026,text,0
NewJeans,K-pop 걸그룹,loyalty,2026,1,,,,2026,text,
NewJeans,K-pop 걸그룹,loyalty,2024,1,,,,2024,text,
NewJeans,K-pop 걸그룹,loyalty,2025,1,2025-07,2025,,2025,text,0
NewJeans,K-pop 걸그룹,loyalty,2024|2026,2,2026-08,2026,,2026,text,0
NewJeans,K-pop 걸그룹,loyalty,2026,1,,,,2026,text,
NewJeans,K-pop 걸그룹,loyalty,,0,2025-05-09,2025,,2025,url,
