fandom,year,n_docs,F1,F2,F3,F4,F5,top2,persona,valid_cell
싸이,2022,,0.0074,0.2574,0.508,0.0574,0.1698,F2+F3,원정소비형,0
싸이,2023,,0.0227,0.0082,0.4474,0.4119,0.11,F3+F4,현장상업형,1
싸이,2024,,0.0266,0.0522,0.8642,0.0492,0.0077,F2+F3,원정소비형,1
싸이,2025,,0.1323,0.0567,0.4783,0.2877,0.045,F3+F4,현장상업형,1
싸이,2026,,0.0326,0.0273,0.6728,0.1258,0.1416,F3+F5,글로벌투어형,1
아이오아이,2016,,0.1347,0.0651,0.2651,0.4538,0.0812,F3+F4,현장상업형,1
아이오아이,2017,,0.0105,0.0105,0.9314,0.0105,0.0372,F3+F5,글로벌투어형,0
아이오아이,2021,,0.0082,0.0938,0.6458,0.0973,0.1548,F3+F5,글로벌투어형,0
아이오아이,2023,,0.0042,0.0042,0.0703,0.9172,0.0042,F3+F4,현장상업형,0
아이오아이,2024,,0.005,0.047,0.3858,0.5572,0.005,F3+F4,현장상업형,0
아이오아이,2025,,0.0058,0.0572,0.8359,0.0953,0.0058,F3+F4,현장상업형,0
아이오아이,2026,,0.0201,0.0619,0.5854,0.1114,0.2213,F3+F5,글로벌투어형,1
아이유,2016,,0.0074,0.0074,0.9706,0.0074,0.0074,F2+F3,원정소비형,0
아이유,2017,,0.0039,0.0039,0.5827,0.4056,0.0039,F3+F4,현장상업형,0
아이유,2018,,0.0044,0.0044,0.7902,0.1966,0.0044,F3+F4,현장상업형,0
아이유,2019,,0.1167,0.0572,0.3488,0.1979,0.2794,F3+F5,글로벌투어형,0
아이유,2021,,0.0096,0.0096,0.3132,0.6579,0.0096,F3+F4,현장상업형,0
아이유,2022,,0.0104,0.2224,0.7463,0.0104,0.0104,F2+F3,원정소비형,0
아이유,2023,,0.2396,0.0371,0.2254,0.4909,0.0071,F1+F4,브랜드동반형,1
아이유,2024,,0.0136,0.0611,0.4474,0.3693,0.1086,F3+F4,현장상업형,1
아이유,2025,,0.0492,0.1759,0.2825,0.3776,0.1148,F3+F4,현장상업형,1
아이유,2026,,0.0163,0.1674,0.5498,0.1213,0.1452,F2+F3,원정소비형,1
아일릿,2023,,0.0089,0.0089,0.9643,0.0089,0.0089,F3+F4,현장상업형,0
아일릿,2024,,0.0247,0.1722,0.2695,0.2176,0.3161,F3+F5,글로벌투어형,1
아일릿,2025,,0.0226,0.1123,0.4284,0.3174,0.1193,F3+F4,현장상업형,1
아일릿,2026,,0.0315,0.0151,0.5728,0.2725,0.1081,F3+F4,현장상업형,1
악동뮤지션,2016,,0.0076,0.2253,0.605,0.0076,0.1545,F2+F3,원정소비형,0
악동뮤지션,2017,,0.3468,0.0069,0.6326,0.0069,0.0069,F1+F3,집단동원형,0
악동뮤지션,2018,,0.1559,0.0031,0.8349,0.0031,0.0031,F1+F3,집단동원형,0
악동뮤지션,2019,,0.0061,0.1074,0.2894,0.1029,0.4943,F3+F5,글로벌투어형,1
악동뮤지션,2021,,0.0039,0.0039,0.9844,0.0039,0.0039,F3+F4,현장상업형,0
악동뮤지션,2022,,0.0104,0.0104,0.9583,0.0104,0.0104,F2+F3,원정소비형,0
악동뮤지션,2023,,0.1048,0.2833,0.4453,0.1587,0.0079,F2+F3,원정소비형,0
악동뮤지션,2024,,0.0363,0.0339,0.8002,0.0561,0.0734,F3+F5,글로벌투어형,1
악동뮤지션,2025,,0.0297,0.0238,0.3454,0.3391,0.2621,F3+F4,현장상업형,1
악동뮤지션,2026,,0.0637,0.0879,0.4027,0.1256,0.3201,F3+F5,글로벌투어형,1
엄정화,2017,,0.2117,0.4116,0.3678,0.0045,0.0045,F2+F3,원정소비형,0
엄정화,2020,,0.0317,0.1141,0.6946,0.0077,0.1519,F3+F5,글로벌투어형,1
엄정화,2021,,0.0179,0.0179,0.724,0.2225,0.0179,F3+F4,현장상업형,0
엄정화,2023,,0.0821,0.0652,0.5503,0.2941,0.0084,F3+F4,현장상업형,1
엄정화,2024,,0.0304,0.186,0.4831,0.2208,0.0797,F3+F4,현장상업형,0
엄정화,2025,,0.0134,0.2968,0.4821,0.049,0.1587,F2+F3,원정소비형,0
엄정화,2026,,0.0076,0.1517,0.5869,0.2242,0.0296,F3+F4,현장상업형,1
에픽하이,2016,,0.006,0.006,0.9762,0.006,0.006,F3+F4,현장상업형,0
에픽하이,2019,,0.0072,0.0072,0.8034,0.0716,0.1106,F3+F5,글로벌투어형,1
에픽하이,2020,,0.2384,0.0038,0.7502,0.0038,0.0038,F1+F3,집단동원형,0
에픽하이,2021,,0.006,0.006,0.9762,0.006,0.006,F3+F5,글로벌투어형,0
에픽하이,2022,,0.049,0.0869,0.7501,0.0688,0.0452,F2+F3,원정소비형,1
에픽하이,2023,,0.0699,0.0107,0.8979,0.0108,0.0107,F1+F3,집단동원형,1
에픽하이,2024,,0.1323,0.3407,0.5122,0.0074,0.0074,F2+F3,원정소비형,0
에픽하이,2025,,0.0548,0.068,0.7367,0.0312,0.1093,F3+F5,글로벌투어형,1
에픽하이,2026,,0.0339,0.0219,0.8157,0.1089,0.0196,F3+F4,현장상업형,1
엔믹스,2015,,0.1684,0.0083,0.8066,0.0083,0.0083,F1+F3,집단동원형,0
엔믹스,2021,,0.0057,0.0057,0.7553,0.2277,0.0057,F3+F4,현장상업형,0
엔믹스,2022,,0.091,0.0106,0.5248,0.2941,0.0795,F3+F4,현장상업형,1
엔믹스,2023,,0.1607,0.1333,0.5407,0.1527,0.0126,F1+F3,집단동원형,1
엔믹스,2024,,0.0204,0.0317,0.2865,0.5709,0.0905,F3+F4,현장상업형,1
엔믹스,2025,,0.0556,0.1452,0.4317,0.1886,0.1789,F3+F4,현장상업형,1
엔믹스,2026,,0.1057,0.105,0.4808,0.2062,0.1022,F3+F4,현장상업형,1
여자친구,2015,,0.0153,0.0153,0.6355,0.3185,0.0153,F3+F4,현장상업형,1
여자친구,2016,,0.0736,0.1693,0.3878,0.2686,0.1007,F3+F4,현장상업형,1
여자친구,2017,,0.3447,0.0057,0.6383,0.0057,0.0057,F1+F3,집단동원형,0
여자친구,2018,,0.1441,0.4143,0.2362,0.0095,0.1959,F2+F3,원정소비형,1
여자친구,2019,,0.1439,0.0819,0.4794,0.1177,0.1771,F3+F5,글로벌투어형,1
여자친구,2020,,0.0077,0.2671,0.6823,0.0077,0.0351,F2+F3,원정소비형,0
여자친구,2021,,0.0072,0.083,0.8954,0.0072,0.0072,F2+F3,원정소비형,0
여자친구,2022,,0.005,0.005,0.9799,0.005,0.005,F3+F4,현장상업형,0
여자친구,2024,,0.0068,0.0068,0.9729,0.0068,0.0068,F3+F5,글로벌투어형,0
여자친구,2025,,0.007,0.0634,0.7917,0.0143,0.1236,F3+F5,글로벌투어형,1
여자친구,2026,,0.0321,0.0046,0.8003,0.108,0.0549,F3+F4,현장상업형,0
영탁,2020,,0.0805,0.1589,0.3824,0.3438,0.0344,F3+F4,현장상업형,1
영탁,2021,,0.07,0.1211,0.3253,0.4725,0.0111,F3+F4,현장상업형,0
영탁,2022,,0.082,0.3627,0.4018,0.0106,0.1428,F2+F3,원정소비형,1
영탁,2023,,0.04,0.1397,0.487,0.2716,0.0616,F3+F4,현장상업형,1
영탁,2024,,0.0783,0.0806,0.3998,0.3814,0.0599,F3+F4,현장상업형,1
영탁,2025,,0.0207,0.1259,0.6192,0.1484,0.0857,F3+F4,현장상업형,1
영탁,2026,,0.0355,0.0545,0.8053,0.0285,0.0761,F3+F5,글로벌투어형,1
오마이걸,2015,,0.0054,0.0054,0.9783,0.0054,0.0054,F3+F4,현장상업형,0
오마이걸,2016,,0.3183,0.2778,0.338,0.0088,0.0572,F1+F3,집단동원형,0
오마이걸,2017,,0.0063,0.0378,0.8183,0.1312,0.0063,F3+F4,현장상업형,1
오마이걸,2018,,0.2216,0.2071,0.5041,0.0076,0.0596,F1+F3,집단동원형,1
오마이걸,2019,,0.0215,0.2345,0.4322,0.1856,0.1262,F2+F3,원정소비형,1
오마이걸,2020,,0.1064,0.0978,0.392,0.3836,0.0202,F3+F4,현장상업형,1
오마이걸,2021,,0.038,0.1426,0.1973,0.5026,0.1195,F3+F4,현장상업형,1
오마이걸,2022,,0.0114,0.0329,0.715,0.2292,0.0114,F3+F4,현장상업형,0
오마이걸,2023,,0.0111,0.0469,0.4244,0.5065,0.0111,F3+F4,현장상업형,0
오마이걸,2024,,0.0058,0.0368,0.8841,0.0058,0.0675,F3+F5,글로벌투어형,1
오마이걸,2025,,0.0074,0.0243,0.8584,0.0879,0.022,F3+F4,현장상업형,1
오마이걸,2026,,0.0057,0.022,0.7879,0.1787,0.0057,F3+F4,현장상업형,1
워너원,2017,,0.0341,0.1687,0.2949,0.3882,0.1141,F3+F4,현장상업형,1
워너원,2018,,0.1055,0.161,0.3694,0.213,0.1511,F3+F4,현장상업형,1
워너원,2019,,0.008,0.0963,0.5316,0.0998,0.2643,F3+F5,글로벌투어형,1
워너원,2021,,0.0566,0.0661,0.8621,0.0076,0.0076,F2+F3,원정소비형,0
워너원,2022,,0.0699,0.0603,0.8152,0.0101,0.0444,F1+F3,집단동원형,0
워너원,2024,,0.448,0.0045,0.5386,0.0045,0.0045,F1+F3,집단동원형,0
워너원,2025,,0.0051,0.0505,0.6581,0.1976,0.0886,F3+F4,현장상업형,0
워너원,2026,,0.025,0.0883,0.7214,0.1308,0.0345,F3+F4,현장상업형,1
윤도현,2015,,0.0068,0.1252,0.7161,0.0068,0.1452,F3+F5,글로벌투어형,0
윤도현,2016,,0.3618,0.0083,0.6132,0.0083,0.0083,F1+F3,집단동원형,0
윤도현,2018,,0.007,0.0225,0.9565,0.007,0.007,F2+F3,원정소비형,0
윤도현,2020,,0.0552,0.1209,0.5818,0.2343,0.0078,F3+F4,현장상업형,1
윤도현,2021,,0.0042,0.0372,0.9352,0.0191,0.0042,F2+F3,원정소비형,0
윤도현,2022,,0.0075,0.0508,0.2706,0.6637,0.0075,F3+F4,현장상업형,0
윤도현,2024,,0.0075,0.0075,0.9701,0.0075,0.0075,F3+F4,현장상업형,0
윤도현,2025,,0.0965,0.0346,0.7037,0.1128,0.0524,F3+F4,현장상업형,1
윤도현,2026,,0.006,0.0198,0.882,0.053,0.0392,F3+F4,현장상업형,1
윤하,2015,,0.3292,0.0125,0.5121,0.0125,0.1336,F1+F3,집단동원형,0
윤하,2019,,0.0092,0.0092,0.7838,0.0092,0.1887,F3+F5,글로벌투어형,0
윤하,2020,,0.0056,0.3802,0.1802,0.0056,0.4285,F2+F5,글로벌소비형,0
윤하,2021,,0.0661,0.0054,0.5924,0.0054,0.3307,F3+F5,글로벌투어형,0
윤하,2022,,0.145,0.0105,0.1832,0.0903,0.5709,F3+F5,글로벌투어형,0
윤하,2023,,0.2293,0.1525,0.52,0.0824,0.0158,F1+F3,집단동원형,1
윤하,2024,,0.048,0.0638,0.8029,0.0373,0.048,F2+F3,원정소비형,1
윤하,2025,,0.0099,0.0783,0.8742,0.0276,0.0099,F2+F3,원정소비형,1
윤하,2026,,0.1876,0.0073,0.6072,0.1907,0.0073,F3+F4,현장상업형,0
이문세,2015,,0.0055,0.0536,0.7959,0.1396,0.0055,F3+F4,현장상업형,0
이문세,2017,,0.0873,0.0058,0.8193,0.0058,0.0819,F1+F3,집단동원형,0
이문세,2018,,0.2623,0.1594,0.4556,0.0465,0.0762,F1+F3,집단동원형,0
이문세,2019,,0.0062,0.0971,0.8842,0.0062,0.0062,F2+F3,원정소비형,0
이문세,2020,,0.006,0.2129,0.5716,0.006,0.2036,F2+F3,원정소비형,0
이문세,2022,,0.0101,0.0101,0.0403,0.9295,0.0101,F3+F4,현장상업형,0
이문세,2024,,0.1471,0.2695,0.4296,0.1009,0.0529,F2+F3,원정소비형,1
이문세,2025,,0.1497,0.0334,0.7626,0.0484,0.006,F1+F3,집단동원형,1
이문세,2026,,0.0091,0.0582,0.9147,0.009,0.009,F2+F3,원정소비형,0
이승철,2015,,0.544,0.0074,0.0295,0.0074,0.4119,F1+F5,글로벌결속형,0
이승철,2016,,0.0083,0.1505,0.8246,0.0083,0.0083,F2+F3,원정소비형,0
이승철,2020,,0.0113,0.1835,0.4256,0.3682,0.0113,F3+F4,현장상업형,0
이승철,2021,,0.0057,0.0057,0.8597,0.1233,0.0057,F3+F4,현장상업형,0
이승철,2022,,0.121,0.1125,0.7415,0.0125,0.0125,F1+F3,집단동원형,0
이승철,2024,,0.0087,0.2368,0.5997,0.0087,0.1461,F2+F3,원정소비형,0
이승철,2025,,0.0097,0.0936,0.7794,0.0097,0.1076,F3+F5,글로벌투어형,1
이승철,2026,,0.0372,0.0564,0.6767,0.1374,0.0922,F3+F4,현장상업형,1
이영지,2020,,0.112,0.0101,0.5973,0.2705,0.0101,F3+F4,현장상업형,0
이영지,2021,,0.0114,0.0114,0.3727,0.5932,0.0114,F3+F4,현장상업형,0
이영지,2022,,0.0712,0.0215,0.4682,0.3138,0.1253,F3+F4,현장상업형,1
이영지,2023,,0.1722,0.0076,0.5875,0.1909,0.0418,F3+F4,현장상업형,1
이영지,2024,,0.0815,0.0412,0.3648,0.1567,0.3558,F3+F5,글로벌투어형,1
이영지,2025,,0.0569,0.0222,0.3137,0.5691,0.038,F3+F4,현장상업형,1
이영지,2026,,0.044,0.0086,0.619,0.2693,0.0591,F3+F4,현장상업형,1
이찬원,2020,,0.0118,0.1333,0.4201,0.3913,0.0435,F3+F4,현장상업형,0
이찬원,2021,,0.2567,0.0107,0.2869,0.3669,0.0789,F3+F4,현장상업형,0
이찬원,2022,,0.0906,0.148,0.4672,0.2271,0.0671,F3+F4,현장상업형,1
이찬원,2023,,0.1104,0.1653,0.2222,0.416,0.0861,F3+F4,현장상업형,0
이찬원,2024,,0.0971,0.1671,0.392,0.1824,0.1614,F3+F4,현장상업형,1
이찬원,2025,,0.0862,0.2983,0.2794,0.289,0.0471,F2+F4,소비상업형,1
이찬원,2026,,0.0423,0.0539,0.6577,0.17,0.0762,F3+F4,현장상업형,1
이효리,2018,,0.3715,0.0089,0.3277,0.283,0.0089,F1+F3,집단동원형,0
이효리,2020,,0.0329,0.0883,0.6346,0.0551,0.189,F3+F5,글로벌투어형,1
이효리,2021,,0.4538,0.0139,0.0556,0.4628,0.0139,F1+F4,브랜드동반형,0
이효리,2022,,0.0083,0.0083,0.4297,0.5453,0.0083,F3+F4,현장상업형,0
이효리,2023,,0.035,0.0287,0.264,0.6052,0.067,F3+F4,현장상업형,1
이효리,2024,,0.0574,0.0873,0.3017,0.5192,0.0344,F3+F4,현장상업형,1
이효리,2025,,0.1059,0.1557,0.4729,0.197,0.0684,F3+F4,현장상업형,1
이효리,2026,,0.0105,0.0105,0.9415,0.0105,0.0269,F3+F5,글로벌투어형,1
임영웅,2020,,0.0146,0.2562,0.34,0.3815,0.0077,F3+F4,현장상업형,1
임영웅,2021,,0.0078,0.1286,0.257,0.5987,0.0078,F3+F4,현장상업형,0
임영웅,2022,,0.0964,0.1911,0.196,0.3945,0.122,F3+F4,현장상업형,1
임영웅,2023,,0.184,0.0405,0.3601,0.407,0.0084,F3+F4,현장상업형,0
임영웅,2024,,0.0189,0.0683,0.3035,0.5043,0.105,F3+F4,현장상업형,1
임영웅,2025,,0.0737,0.0896,0.4791,0.3062,0.0514,F3+F4,현장상업형,1
임영웅,2026,,0.0792,0.1395,0.417,0.186,0.1782,F3+F4,현장상업형,1
잔나비,2015,,0.0096,0.0096,0.6191,0.0096,0.352,F3+F5,글로벌투어형,0
잔나비,2018,,0.1317,0.0066,0.8486,0.0066,0.0066,F1+F3,집단동원형,0
잔나비,2019,,0.1379,0.0107,0.7528,0.0107,0.0879,F1+F3,집단동원형,1
잔나비,2020,,0.3567,0.0082,0.5704,0.0082,0.0565,F1+F3,집단동원형,0
잔나비,2021,,0.1892,0.3444,0.317,0.0063,0.1431,F2+F3,원정소비형,0
잔나비,2022,,0.009,0.0896,0.7118,0.0197,0.17,F3+F5,글로벌투어형,1
잔나비,2023,,0.1441,0.0486,0.6015,0.1962,0.0096,F3+F4,현장상업형,1
잔나비,2024,,0.0479,0.0061,0.6293,0.3105,0.0061,F3+F4,현장상업형,0
잔나비,2025,,0.0403,0.0607,0.8049,0.0693,0.0248,F3+F4,현장상업형,1
잔나비,2026,,0.0479,0.0325,0.786,0.0527,0.0809,F3+F5,글로벌투어형,1
장윤정,2017,,0.0139,0.0139,0.0557,0.9026,0.0139,F3+F4,현장상업형,0
장윤정,2019,,0.0689,0.0516,0.8663,0.0066,0.0066,F1+F3,집단동원형,0
장윤정,2020,,0.8541,0.0208,0.0834,0.0208,0.0208,F1+F3,집단동원형,0
장윤정,2021,,0.0104,0.0104,0.6376,0.0104,0.3311,F3+F5,글로벌투어형,0
장윤정,2022,,0.0139,0.0139,0.3012,0.6571,0.0139,F3+F4,현장상업형,0
장윤정,2023,,0.0107,0.0607,0.7904,0.1274,0.0107,F3+F4,현장상업형,0
장윤정,2024,,0.1273,0.0586,0.7446,0.011,0.0586,F1+F3,집단동원형,1
장윤정,2025,,0.0089,0.2586,0.6449,0.019,0.0686,F2+F3,원정소비형,1
장윤정,2026,,0.0081,0.0259,0.7777,0.1007,0.0876,F3+F4,현장상업형,1
잭스키스,2016,,0.1171,0.058,0.6192,0.069,0.1366,F3+F5,글로벌투어형,1
잭스키스,2017,,0.0973,0.1567,0.6104,0.0397,0.0958,F2+F3,원정소비형,1
잭스키스,2018,,0.4798,0.4743,0.0306,0.0076,0.0076,F1+F2,핵심소비형,0
잭스키스,2019,,0.0066,0.0066,0.9737,0.0066,0.0066,F3+F5,글로벌투어형,0
잭스키스,2025,,0.0059,0.0059,0.8896,0.076,0.0226,F3+F4,현장상업형,0
정동원,2019,,0.0851,0.0469,0.8409,0.0136,0.0136,F1+F3,집단동원형,0
정동원,2020,,0.3533,0.0651,0.3671,0.1619,0.0525,F1+F3,집단동원형,1
정동원,2021,,0.0359,0.1473,0.7504,0.056,0.0104,F2+F3,원정소비형,1
정동원,2022,,0.0093,0.1318,0.6716,0.156,0.0314,F3+F4,현장상업형,0
정동원,2023,,0.9416,0.0083,0.0334,0.0083,0.0083,F1+F3,집단동원형,0
정동원,2024,,0.0556,0.3162,0.4018,0.1714,0.0551,F2+F3,원정소비형,1
정동원,2025,,0.0093,0.1136,0.4512,0.1016,0.3243,F3+F5,글로벌투어형,1
정동원,2026,,0.0391,0.0339,0.7829,0.1216,0.0225,F3+F4,현장상업형,1
조용필,2018,,0.0078,0.0078,0.9687,0.0078,0.0078,F1+F3,집단동원형,0
조용필,2021,,0.0125,0.0125,0.95,0.0125,0.0125,F3+F4,현장상업형,0
조용필,2024,,0.0093,0.2708,0.5925,0.0093,0.1181,F2+F3,원정소비형,1
조용필,2025,,0.1961,0.1549,0.5246,0.0087,0.1157,F1+F3,집단동원형,1
조용필,2026,,0.0434,0.1823,0.5139,0.0484,0.212,F3+F5,글로벌투어형,1
지드래곤 (G-Dragon),2015,,0.0125,0.0125,0.95,0.0125,0.0125,F3+F4,현장상업형,0
지드래곤 (G-Dragon),2016,,0.0176,0.007,0.5934,0.3687,0.0133,F3+F4,현장상업형,1
지드래곤 (G-Dragon),2017,,0.0539,0.0398,0.4775,0.1534,0.2754,F3+F5,글로벌투어형,1
지드래곤 (G-Dragon),2023,,0.0096,0.0096,0.6117,0.3596,0.0096,F3+F4,현장상업형,0
지드래곤 (G-Dragon),2024,,0.0788,0.0239,0.8835,0.0069,0.0069,F1+F3,집단동원형,0
지드래곤 (G-Dragon),2025,,0.1176,0.0449,0.5947,0.1801,0.0628,F3+F4,현장상업형,1
지드래곤 (G-Dragon),2026,,0.0601,0.0062,0.5782,0.3418,0.0137,F3+F4,현장상업형,1
지코,2015,,0.115,0.0182,0.4007,0.0182,0.4478,F3+F5,글로벌투어형,0
지코,2016,,0.119,0.0089,0.4759,0.3873,0.0089,F3+F4,현장상업형,1
지코,2018,,0.0083,0.0083,0.5,0.475,0.0083,F3+F4,현장상업형,0
지코,2019,,0.0098,0.0098,0.4873,0.315,0.1781,F3+F4,현장상업형,1
지코,2020,,0.0084,0.0405,0.627,0.2088,0.1153,F3+F4,현장상업형,1
지코,2022,,0.086,0.0112,0.5297,0.3499,0.0231,F3+F4,현장상업형,1
지코,2023,,0.0092,0.0092,0.4912,0.4103,0.0802,F3+F4,현장상업형,0
지코,2024,,0.0716,0.0192,0.3887,0.2974,0.2231,F3+F4,현장상업형,1
지코,2025,,0.0533,0.0093,0.5801,0.2096,0.1476,F3+F4,현장상업형,0
지코,2026,,0.0069,0.0069,0.865,0.0868,0.0343,F3+F4,현장상업형,1
청하,2016,,0.025,0.025,0.9,0.025,0.025,F2+F3,원정소비형,0
청하,2017,,0.1458,0.149,0.4059,0.2864,0.0129,F3+F4,현장상업형,0
청하,2019,,0.0487,0.1014,0.3578,0.3812,0.1109,F3+F4,현장상업형,1
청하,2020,,0.0385,0.1271,0.4693,0.2697,0.0954,F3+F4,현장상업형,1
청하,2021,,0.0817,0.009,0.5098,0.3905,0.009,F3+F4,현장상업형,0
청하,2022,,0.0022,0.8319,0.1614,0.0022,0.0022,F2+F3,원정소비형,0
청하,2023,,0.0274,0.225,0.509,0.2323,0.0064,F3+F4,현장상업형,1
청하,2024,,0.011,0.0891,0.2628,0.5797,0.0574,F3+F4,현장상업형,1
청하,2025,,0.0423,0.0255,0.8348,0.0279,0.0695,F3+F5,글로벌투어형,1
청하,2026,,0.0293,0.0809,0.5817,0.018,0.2901,F3+F5,글로벌투어형,1
최예나,2020,,0.007,0.007,0.9722,0.0069,0.007,F1+F3,집단동원형,0
최예나,2021,,0.0094,0.0094,0.8412,0.1307,0.0094,F3+F4,현장상업형,0
최예나,2022,,0.0102,0.0193,0.5083,0.161,0.3012,F3+F5,글로벌투어형,1
최예나,2023,,0.0341,0.0837,0.3098,0.5122,0.0601,F3+F4,현장상업형,1
최예나,2024,,0.0147,0.0147,0.727,0.229,0.0147,F3+F4,현장상업형,0
최예나,2025,,0.1271,0.1036,0.6295,0.0693,0.0706,F1+F3,집단동원형,1
최예나,2026,,0.0432,0.0778,0.5967,0.2214,0.0608,F3+F4,현장상업형,1
츄,2015,,0.0698,0.293,0.6258,0.0057,0.0057,F2+F3,원정소비형,0
츄,2020,,0.5786,0.0139,0.0556,0.338,0.0139,F1+F4,브랜드동반형,0
츄,2021,,0.0859,0.0401,0.3491,0.5132,0.0117,F3+F4,현장상업형,1
츄,2022,,0.0649,0.1197,0.3978,0.3352,0.0823,F3+F4,현장상업형,1
츄,2023,,0.0551,0.0354,0.4137,0.4509,0.0449,F3+F4,현장상업형,1
츄,2024,,0.01,0.065,0.4114,0.4023,0.1113,F3+F4,현장상업형,1
츄,2025,,0.0339,0.0605,0.5925,0.249,0.064,F3+F4,현장상업형,1
츄,2026,,0.1089,0.1681,0.3754,0.1022,0.2453,F3+F5,글로벌투어형,1
카더가든,2017,,0.0139,0.0139,0.9444,0.0139,0.0139,F1+F3,집단동원형,0
카더가든,2019,,0.0684,0.0842,0.7134,0.0106,0.1235,F3+F5,글로벌투어형,1
카더가든,2021,,0.0114,0.0114,0.9545,0.0114,0.0114,F3+F5,글로벌투어형,0
카더가든,2023,,0.0138,0.1292,0.6379,0.0137,0.2055,F3+F5,글로벌투어형,0
카더가든,2024,,0.0089,0.0089,0.5578,0.4156,0.0089,F3+F4,현장상업형,0
카더가든,2025,,0.0829,0.0444,0.6191,0.1921,0.0615,F3+F4,현장상업형,1
카더가든,2026,,0.0717,0.1469,0.4414,0.1835,0.1565,F3+F4,현장상업형,1
케이윌,2015,,0.0082,0.0081,0.6186,0.1769,0.1882,F3+F5,글로벌투어형,0
케이윌,2016,,0.0054,0.4373,0.4267,0.0054,0.1251,F2+F3,원정소비형,0
케이윌,2017,,0.0046,0.0046,0.9815,0.0046,0.0046,F3+F4,현장상업형,0
케이윌,2018,,0.006,0.006,0.831,0.006,0.1511,F3+F5,글로벌투어형,0
케이윌,2019,,0.0078,0.0078,0.9687,0.0078,0.0078,F3+F4,현장상업형,0
케이윌,2021,,0.0115,0.2181,0.544,0.0115,0.2149,F2+F3,원정소비형,0
케이윌,2022,,0.0104,0.5033,0.1248,0.0104,0.351,F2+F5,글로벌소비형,0
케이윌,2023,,0.0094,0.0094,0.9083,0.0636,0.0094,F3+F4,현장상업형,0
케이윌,2024,,0.0858,0.0266,0.3563,0.0045,0.5267,F3+F5,글로벌투어형,0
케이윌,2025,,0.0768,0.1213,0.6751,0.0101,0.1166,F2+F3,원정소비형,1
케이윌,2026,,0.0078,0.0501,0.8678,0.0078,0.0666,F3+F5,글로벌투어형,0
투어스(TWS),2024,,0.0177,0.6157,0.1684,0.0129,0.1853,F2+F5,글로벌소비형,1
투어스(TWS),2025,,0.0413,0.6082,0.1015,0.0065,0.2425,F2+F5,글로벌소비형,1
투어스(TWS),2026,,0.0702,0.4856,0.1344,0.0185,0.2913,F2+F5,글로벌소비형,1
프로미스나인,2017,,0.0977,0.0096,0.4781,0.3405,0.074,F3+F4,현장상업형,0
프로미스나인,2018,,0.3131,0.0467,0.3998,0.01,0.2304,F1+F3,집단동원형,0
프로미스나인,2019,,0.0139,0.0139,0.2851,0.0139,0.6732,F3+F5,글로벌투어형,0
프로미스나인,2020,,0.0139,0.0139,0.334,0.0139,0.6243,F3+F5,글로벌투어형,0
프로미스나인,2021,,0.0078,0.0078,0.3577,0.335,0.2916,F3+F4,현장상업형,0
프로미스나인,2022,,0.0652,0.1245,0.3571,0.1458,0.3073,F3+F5,글로벌투어형,1
프로미스나인,2023,,0.0118,0.0118,0.903,0.0118,0.0616,F3+F5,글로벌투어형,0
프로미스나인,2024,,0.0097,0.127,0.4622,0.2979,0.1032,F3+F4,현장상업형,1
프로미스나인,2025,,0.0159,0.0953,0.6225,0.0705,0.1958,F3+F5,글로벌투어형,1
프로미스나인,2026,,0.0166,0.0592,0.7076,0.0801,0.1365,F3+F5,글로벌투어형,1
