fandom,bullet_type,idx,domain,domain_lang,domain_basis,body_script,body_lang,body_margin,other_lang_candidate,latin_letter_share,agree
윤도현,spillover,3,en.wikipedia.org,en,wiki,ko,ko,0.929,,0.071,0
윤도현,spillover,4,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,5,en.wikipedia.org,en,wiki,latin,en,1.24,,1.0,1
윤도현,spillover,6,en.wikipedia.org,en,wiki,latin,en,1.142,,1.0,1
윤도현,spillover,7,atlantak.com,en,default,ko,ko,0.963,,0.037,0
윤도현,spillover,8,www.ohmynews.com,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,9,localm.kr,ko,tld,ko,ko,1.0,,0.0,1
윤도현,spillover,10,www.worldkorean.net,en,default,ko,ko,0.955,,0.045,0
윤도현,spillover,11,coconutnews.jp,ja,tld,ko,ko,0.476,,0.107,0
윤도현,spillover,12,www.newspim.com,en,default,ko,ko,0.961,,0.039,0
윤도현,spillover,13,news.nate.com,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,14,namu.wiki,ko,override,ko,ko,0.688,,0.312,1
윤도현,spillover,15,namu.wiki,ko,override,ko,ko,0.862,,0.138,1
윤도현,spillover,16,namu.wiki,ko,override,ko,ko,0.8,,0.2,1
윤도현,spillover,17,namu.wiki,ko,override,ko,ko,0.798,,0.202,1
윤도현,spillover,18,namu.wiki,ko,override,ko,ko,0.913,,0.087,1
윤도현,spillover,19,namu.wiki,ko,override,ko,ko,0.946,,0.054,1
윤도현,spillover,20,namu.wiki,ko,override,ko,ko,0.934,,0.066,1
윤도현,spillover,21,namu.wiki,ko,override,ko,ko,0.963,,0.037,1
윤도현,spillover,22,www.mt.co.kr,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,23,kcmusa.org,en,default,ko,ko,0.958,,0.042,0
윤도현,spillover,24,www.fnnews.com,ko,override,ko,ko,0.971,,0.029,1
윤도현,spillover,25,www.fnnews.com,ko,override,ko,ko,0.953,,0.047,1
윤도현,spillover,26,www.hankyung.com,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,27,newsis.com,ko,override,ko,ko,0.887,,0.113,1
윤도현,spillover,28,www.starnewskorea.com,en,override,ko,ko,0.966,,0.034,0
윤도현,spillover,29,news.sbs.co.kr,ko,override,ko,ko,0.7,,0.3,1
윤도현,spillover,30,www.xportsnews.com,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,31,www.mt.co.kr,ko,override,ko,ko,1.0,,0.0,1
윤도현,spillover,32,v.daum.net,ko,override,ko,ko,0.971,,0.029,1
윤도현,spillover,33,namu.wiki,ko,override,ko,ko,0.742,,0.258,1
윤도현,spillover,34,www.douban.com,zh,override,ko,ko,0.705,,0.054,0
윤도현,spillover,35,www.koreaherald.com,en,override,ko,ko,0.663,,0.337,0
윤도현,spillover,36,www.koreaherald.com,en,override,ko,ko,0.793,,0.207,0
윤도현,spillover,37,www.koreaherald.com,en,override,ko,ko,0.922,,0.078,0
윤도현,spillover,38,www.koreaherald.com,en,override,ko,ko,0.782,,0.218,0
윤도현,spillover,39,www.koreajoongangdaily.com,en,default,ko,ko,0.733,,0.267,0
윤도현,spillover,40,rollingstonephilippines.com,en,default,ko,ko,0.827,,0.173,0
윤도현,spillover,41,m.kpopherald.com,en,default,ko,ko,0.952,,0.048,0
잔나비,loyalty,0,borathis.com,en,default,ko,ko,0.8,,0.2,0
잔나비,loyalty,1,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,loyalty,2,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,loyalty,3,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,loyalty,4,www.starnewskorea.com,en,override,latin,en,1.139,,0.983,1
잔나비,loyalty,5,namu.wiki,ko,override,latin,en,0.849,,0.932,0
잔나비,loyalty,6,www.hankyung.com,ko,override,ko,ko,0.919,,0.081,1
잔나비,loyalty,7,www.marieclaire.com.tw,zh,tld,latin,en,0.246,,0.656,0
잔나비,loyalty,8,tw.news.yahoo.com,en,default,ko,ko,0.683,,0.317,0
잔나비,loyalty,9,www.edaily.co.kr,ko,override,ko,ko,1.0,,0.0,1
잔나비,loyalty,10,www.detik.com,id,override,ko,ko,0.793,,0.207,0
잔나비,loyalty,11,www.idntimes.com,id,override,ko,ko,1.0,,0.0,0
잔나비,loyalty,12,www.idntimes.com,id,override,ko,ko,0.927,,0.073,0
잔나비,loyalty,13,www.idntimes.com,id,override,ko,ko,1.0,,0.0,0
잔나비,loyalty,14,www.gmanetwork.com,tl,override,ko,ko,1.0,,0.0,0
잔나비,loyalty,15,www.gmanetwork.com,tl,override,ko,ko,1.0,,0.0,0
잔나비,loyalty,16,v.daum.net,ko,override,ko,ko,0.965,,0.035,1
잔나비,loyalty,17,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,loyalty,18,namu.wiki,ko,override,ko,ko,0.783,,0.217,1
잔나비,loyalty,19,www.hankyung.com,ko,override,ko,ko,0.902,,0.098,1
잔나비,spillover,0,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,1,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,2,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,3,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,4,namu.wiki,ko,override,ko,ko,0.898,,0.102,1
잔나비,spillover,5,namu.wiki,ko,override,latin,en,1.278,,0.957,0
잔나비,spillover,6,namu.wiki,ko,override,latin,en,1.174,,1.0,0
잔나비,spillover,7,www.asiae.co.kr,ko,tld,ko,ko,0.796,,0.204,1
잔나비,spillover,8,baike.baidu.com,zh,override,latin,en,1.128,,0.966,0
잔나비,spillover,9,namu.wiki,ko,override,ko,ko,0.706,,0.294,1
잔나비,spillover,10,x.com,en,override,ko,ko,0.845,,0.155,0
잔나비,spillover,11,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,12,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,13,www.marieclaire.com.tw,zh,tld,ko,ko,0.781,,0.219,0
잔나비,spillover,14,www.starnewskorea.com,en,override,ko,ko,1.0,,0.0,0
잔나비,spillover,15,www.koreadaily.com,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,16,v.daum.net,ko,override,ko,ko,0.833,,0.167,1
잔나비,spillover,17,m.news.nate.com,ko,override,ko,ko,0.973,,0.027,1
잔나비,spillover,18,ent.sbs.co.kr,ko,tld,ko,ko,1.0,,0.0,1
잔나비,spillover,19,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,20,namu.wiki,ko,override,ko,ko,0.818,,0.182,1
잔나비,spillover,21,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,22,namu.wiki,ko,override,ko,ko,0.935,,0.065,1
잔나비,spillover,23,namu.wiki,ko,override,ko,ko,0.889,,0.111,1
잔나비,spillover,24,namu.wiki,ko,override,ko,ko,0.854,,0.146,1
잔나비,spillover,25,namu.wiki,ko,override,ko,ko,0.947,,0.053,1
잔나비,spillover,26,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,27,namu.wiki,ko,override,ko,ko,0.923,,0.077,1
잔나비,spillover,28,namu.wiki,ko,override,ko,ko,0.956,,0.044,1
잔나비,spillover,29,www.fnnews.com,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,30,www.sedaily.com,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,31,namu.wiki,ko,override,ko,ko,0.879,,0.121,1
잔나비,spillover,32,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,33,namu.wiki,ko,override,ko,ko,0.857,,0.143,1
잔나비,spillover,34,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,35,namu.wiki,ko,override,ko,ko,0.556,,0.444,1
잔나비,spillover,36,ko.wikipedia.org,ko,wiki,ko,ko,0.837,,0.163,1
잔나비,spillover,37,ko.wikipedia.org,ko,wiki,ko,ko,1.0,,0.0,1
잔나비,spillover,38,ko.wikipedia.org,ko,wiki,ko,ko,0.947,,0.053,1
잔나비,spillover,39,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,40,www.hankyung.com,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,41,www.munhwa.com,ko,override,ko,ko,0.66,,0.34,1
잔나비,spillover,42,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,43,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
잔나비,spillover,44,buzzyroots.com,en,default,ko,ko,0.575,,0.425,0
잔나비,spillover,45,500times.udn.com,zh,override,ko,ko,0.575,,0.291,0
잔나비,spillover,46,bhodhit.jp,ja,tld,ko,ko,0.508,,0.3,0
잔나비,spillover,47,www.nautiljon.com,en,default,ko,ko,0.875,,0.125,0
잔나비,spillover,48,www.chicaregia.com,en,default,ko,ko,0.859,,0.141,0
CNBLUE,loyalty,0,en.wikipedia.org,en,wiki,ko,ko,0.807,,0.193,0
CNBLUE,loyalty,1,en.wikipedia.org,en,wiki,ko,ko,0.814,,0.186,0
CNBLUE,loyalty,2,en.wikipedia.org,en,wiki,ko,ko,0.833,,0.167,0
CNBLUE,loyalty,3,fncent.com,en,default,ko,ko,0.846,,0.154,0
CNBLUE,loyalty,4,namu.wiki,ko,override,ko,ko,0.827,,0.173,1
CNBLUE,loyalty,5,www.allkpop.com,en,override,latin,en,1.296,,1.0,1
CNBLUE,loyalty,6,en.wikipedia.org,en,wiki,latin,en,1.105,,1.0,1
CNBLUE,loyalty,7,natalie.mu,ja,override,latin,en,1.189,,1.0,0
CNBLUE,loyalty,8,www.barks.jp,ja,override,latin,en,1.519,,1.0,0
CNBLUE,loyalty,9,barks.jp,ja,override,latin,en,1.355,,1.0,0
CNBLUE,loyalty,10,www.barks.jp,ja,override,latin,en,1.205,,1.0,0
CNBLUE,loyalty,11,m.weibo.cn,zh,tld,latin,en,0.868,,0.979,0
CNBLUE,loyalty,12,m.weibo.cn,zh,tld,latin,en,0.763,,0.966,0
CNBLUE,loyalty,13,namu.wiki,ko,override,ko,ko,0.93,,0.07,1
CNBLUE,loyalty,14,mgronline.com,th,override,ko,ko,0.537,,0.463,0
CNBLUE,loyalty,15,www.antaranews.com,id,override,ko,ko,0.568,,0.432,0
CNBLUE,loyalty,16,www.idntimes.com,id,override,ko,ko,0.579,,0.421,0
CNBLUE,loyalty,17,www.suara.com,en,default,ko,ko,0.82,,0.18,0
CNBLUE,loyalty,18,www.allkpop.com,en,override,ko,ko,0.589,,0.411,0
CNBLUE,loyalty,19,www.hellokpop.com,en,default,ko,ko,0.622,,0.378,0
CNBLUE,loyalty,20,natalie.mu,ja,override,ja,ja,0.806,,0.194,1
CNBLUE,loyalty,21,star.ettoday.net,zh,override,zh,zh,1.0,,0.0,1
CNBLUE,loyalty,22,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
CNBLUE,loyalty,23,www.gmanetwork.com,tl,override,ko,ko,1.0,,0.0,0
CNBLUE,loyalty,24,www.rappler.com,tl,override,ko,ko,0.719,,0.281,0
CNBLUE,loyalty,25,www.rappler.com,tl,override,ko,ko,1.0,,0.0,0
CNBLUE,loyalty,26,www.letras.mus.br,pt,tld,latin,pt,1.054,,0.536,1
CNBLUE,loyalty,27,www.hurriyet.com.tr,tr,override,ko,ko,0.805,,0.195,0
CNBLUE,loyalty,28,namu.wiki,ko,override,ko,ko,0.535,,0.465,1
CNBLUE,loyalty,29,namu.wiki,ko,override,ko,ko,0.885,,0.115,1
CNBLUE,loyalty,30,www.hankyung.com,ko,override,ko,ko,0.701,,0.299,1
CNBLUE,loyalty,31,kpopinparis.com,en,default,ko,ko,0.703,,0.297,0
CNBLUE,loyalty,32,cnblueboicespain.wordpress.com,en,default,ko,ko,0.68,,0.32,0
CNBLUE,spillover,0,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
CNBLUE,spillover,1,en.wikipedia.org,en,wiki,ko,ko,0.81,,0.19,0
CNBLUE,spillover,2,namu.wiki,ko,override,ko,ko,0.792,,0.208,1
CNBLUE,spillover,3,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
CNBLUE,spillover,4,en.wikipedia.org,en,wiki,latin,en,1.078,,1.0,1
CNBLUE,spillover,5,en.wikipedia.org,en,wiki,latin,en,1.261,,1.0,1
CNBLUE,spillover,6,www.koreaherald.com,en,override,ko,ko,0.727,,0.273,0
CNBLUE,spillover,7,www.koreaherald.com,en,override,ko,ko,0.811,,0.189,0
CNBLUE,spillover,8,www.oricon.co.jp,ja,tld,latin,en,1.531,,0.982,0
CNBLUE,spillover,9,barks.jp,ja,override,latin,en,1.207,,1.0,0
CNBLUE,spillover,10,natalie.mu,ja,override,latin,en,1.298,,1.0,0
CNBLUE,spillover,11,natalie.mu,ja,override,latin,en,1.213,,1.0,0
CNBLUE,spillover,12,www.barks.jp,ja,override,latin,en,1.541,,1.0,0
CNBLUE,spillover,13,www.koreaherald.com,en,override,ko,ko,0.844,,0.156,0
CNBLUE,spillover,14,kenh14.vn,vi,override,ko,ko,0.867,,0.133,0
CNBLUE,spillover,15,dantri.com.vn,vi,tld,ko,ko,0.624,,0.376,0
CNBLUE,spillover,16,www.antaranews.com,id,override,ko,ko,1.0,,0.0,0
CNBLUE,spillover,17,en.wikipedia.org,en,wiki,ko,ko,0.63,,0.37,0
CNBLUE,spillover,18,en.wikipedia.org,en,wiki,ko,ko,0.571,,0.429,0
CNBLUE,spillover,19,en.wikipedia.org,en,wiki,ko,ko,0.667,,0.333,0
CNBLUE,spillover,20,en.wikipedia.org,en,wiki,ko,ko,0.7,,0.3,0
CNBLUE,spillover,21,en.wikipedia.org,en,wiki,ko,ko,0.641,,0.359,0
CNBLUE,spillover,22,www.allkpop.com,en,override,ko,ko,0.857,,0.143,0
CNBLUE,spillover,23,natalie.mu,ja,override,ja,ja,0.793,,0.207,1
CNBLUE,spillover,24,m.ytn.co.kr,ko,override,ko,ko,0.93,,0.07,1
CNBLUE,spillover,25,www.mhnse.com,en,default,ko,ko,0.804,,0.196,0
CNBLUE,spillover,26,www.joynews24.com,en,default,ko,ko,1.0,,0.0,0
CNBLUE,spillover,27,www.mhnse.com,en,default,ko,ko,1.0,,0.0,0
CNBLUE,spillover,28,www.hankyung.com,ko,override,ko,ko,1.0,,0.0,1
CNBLUE,spillover,29,namu.wiki,ko,override,ko,ko,0.78,,0.22,1
CNBLUE,spillover,30,www.koreaherald.com,en,override,ko,ko,0.667,,0.333,0
CNBLUE,spillover,31,www.koreaherald.com,en,override,ko,ko,0.85,,0.15,0
CNBLUE,spillover,32,namu.wiki,ko,override,ko,ko,0.76,,0.24,1
CNBLUE,spillover,33,namu.wiki,ko,override,ko,ko,0.792,,0.208,1
CNBLUE,spillover,34,namu.wiki,ko,override,ko,ko,0.843,,0.157,1
CNBLUE,spillover,35,namu.wiki,ko,override,ko,ko,0.84,,0.064,1
CNBLUE,spillover,36,namu.wiki,ko,override,ko,ko,0.679,,0.321,1
CNBLUE,spillover,37,namu.wiki,ko,override,ko,ko,0.698,,0.302,1
CNBLUE,spillover,38,www.skyperfectv.co.jp,ja,tld,ko,ko,0.555,,0.416,0
CNBLUE,spillover,39,www.busan.go.kr,ko,tld,ko,ko,0.829,,0.171,1
CNBLUE,spillover,40,news.nate.com,ko,override,ko,ko,0.833,,0.167,1
CNBLUE,spillover,41,www.hurriyet.com.tr,tr,override,ko,ko,0.553,,0.447,0
CNBLUE,spillover,42,namu.wiki,ko,override,ko,ko,0.712,,0.288,1
CNBLUE,spillover,43,namu.wiki,ko,override,ko,ko,0.708,,0.292,1
CNBLUE,spillover,44,namu.wiki,ko,override,ko,ko,0.745,,0.255,1
CNBLUE,spillover,45,panamericana.pe,es,tld,ko,ko,0.677,,0.323,0
CNBLUE,spillover,46,v.daum.net,ko,override,ko,ko,0.943,,0.057,1
CNBLUE,spillover,47,stars.udn.com,zh,override,ko,ko,0.692,,0.023,0
CNBLUE,spillover,48,www.hk01.com,zh,override,ko,ko,0.819,,0.181,0
CNBLUE,spillover,49,3rabica.org,en,default,ko,ko,0.802,,0.198,0
CNBLUE,spillover,50,www.k-world.fr,fr,override,ko,ko,0.765,,0.235,0
BTS,loyalty,0,v.daum.net,ko,override,ko,ko,0.865,,0.135,1
BTS,loyalty,1,www.sedaily.com,ko,override,ko,ko,0.935,,0.065,1
BTS,loyalty,2,en.wikipedia.org,en,wiki,ko,ko,0.94,,0.06,0
BTS,loyalty,3,en.wikipedia.org,en,wiki,ko,ko,0.755,,0.245,0
BTS,loyalty,4,www.fnnews.com,ko,override,ko,ko,1.0,,0.0,1
BTS,loyalty,5,en.wikipedia.org,en,wiki,ko,ko,0.931,,0.069,0
BTS,loyalty,6,en.wikipedia.org,en,wiki,ko,ko,0.957,,0.043,0
BTS,loyalty,7,en.wikipedia.org,en,wiki,ko,ko,0.695,,0.305,0
BTS,loyalty,8,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
BTS,loyalty,9,www.koreaherald.com,en,override,ko,ko,1.0,,0.0,0
BTS,loyalty,10,www.forbes.com,en,override,ko,ko,0.794,,0.206,0
BTS,loyalty,11,news24online.com,en,default,ko,ko,1.0,,0.0,0
BTS,loyalty,12,www.koreaherald.com,en,override,ko,ko,0.806,,0.194,0
BTS,loyalty,13,www.starnewskorea.com,en,override,ko,ko,0.825,,0.175,0
BTS,loyalty,14,www.starnewskorea.com,en,override,ko,ko,1.0,,0.0,0
BTS,loyalty,15,www.starnewskorea.com,en,override,ko,ko,0.974,,0.026,0
BTS,loyalty,16,www.starnewskorea.com,en,override,ko,ko,0.947,,0.053,0
BTS,loyalty,17,gizmodo.com,en,default,ko,ko,0.618,,0.382,0
BTS,loyalty,18,en.wikipedia.org,en,wiki,latin,en,0.838,,1.0,1
BTS,loyalty,19,en.wikipedia.org,en,wiki,latin,en,1.37,,1.0,1
BTS,loyalty,20,en.wikipedia.org,en,wiki,latin,en,0.745,,1.0,1
BTS,loyalty,21,en.wikipedia.org,en,wiki,latin,en,1.435,,1.0,1
BTS,loyalty,22,en.wikipedia.org,en,wiki,latin,en,1.535,,1.0,1
BTS,loyalty,23,www.dispatch.co.kr,ko,tld,latin,en,1.381,,1.0,0
BTS,loyalty,24,www.starnewskorea.com,en,override,latin,en,1.338,,1.0,1
BTS,loyalty,25,barks.jp,ja,override,ko,ko,0.789,,0.211,0
BTS,loyalty,26,barks.jp,ja,override,ko,ko,0.667,,0.333,0
BTS,loyalty,27,barks.jp,ja,override,ko,ko,0.737,,0.263,0
BTS,loyalty,28,barks.jp,ja,override,ko,ko,0.714,,0.286,0
BTS,loyalty,29,www.univision.com,es,override,ko,ko,0.827,,0.173,0
BTS,loyalty,30,www.univision.com,es,override,ko,ko,0.66,,0.34,0
BTS,loyalty,31,www.sisain.co.kr,ko,tld,ko,ko,1.0,,0.0,1
BTS,loyalty,32,www.medcom.id,id,tld,ko,ko,0.891,,0.109,0
BTS,loyalty,33,www.medcom.id,id,tld,ko,ko,0.825,,0.175,0
BTS,loyalty,34,www.cnnindonesia.com,id,override,ko,ko,0.933,,0.067,0
BTS,loyalty,35,www.sisain.co.kr,ko,tld,ko,ko,0.795,,0.205,1
BTS,loyalty,36,www.sisain.co.kr,ko,tld,ko,ko,1.0,,0.0,1
BTS,loyalty,37,www.sisain.co.kr,ko,tld,ko,ko,1.0,,0.0,1
BTS,loyalty,38,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
BTS,loyalty,39,v.daum.net,ko,override,ko,ko,0.915,,0.085,1
BTS,loyalty,40,natalie.mu,ja,override,ja,ja,0.788,,0.212,1
BTS,loyalty,41,stars.udn.com,zh,override,zh,zh,1.0,,0.0,1
BTS,loyalty,42,www.infobae.com,es,override,latin,vi,1.0,,1.0,0
BTS,loyalty,43,www.eluniversal.com.mx,es,override,latin,vi,1.0,,1.0,0
BTS,loyalty,44,www.tribunnews.com,id,override,latin,id,2.174,,1.0,1
BTS,loyalty,45,www.tribunnews.com,id,override,latin,id,2.494,,1.0,1
BTS,loyalty,46,www.bharian.com.my,en,default,latin,id,2.439,,1.0,0
BTS,loyalty,47,ria.ru,ru,override,ru,ru,1.0,,0.0,1
BTS,loyalty,48,ria.ru,ru,override,ru,ru,1.0,,0.0,1
BTS,loyalty,49,tuoitre.vn,vi,override,latin,vi,1.0,,1.0,1
BTS,loyalty,50,www.starnewskorea.com,en,override,ko,ko,0.98,,0.02,0
BTS,loyalty,51,www.starnewskorea.com,en,override,ko,ko,0.884,,0.116,0
BTS,loyalty,52,v.daum.net,ko,override,ko,ko,0.739,,0.261,1
BTS,loyalty,53,namu.wiki,ko,override,ko,ko,0.88,,0.12,1
BTS,loyalty,54,namu.wiki,ko,override,ko,ko,0.586,,0.414,1
BTS,loyalty,55,www.gmanetwork.com,tl,override,ko,ko,0.868,,0.132,0
BTS,loyalty,56,www.pep.ph,tl,override,ko,ko,0.651,,0.349,0
BTS,loyalty,57,istoe.com.br,pt,tld,ko,ko,0.851,,0.149,0
BTS,loyalty,58,billboard.com.br,pt,tld,ko,ko,1.0,,0.0,0
BTS,loyalty,59,www.letras.mus.br,pt,tld,ko,ko,0.517,,0.483,0
BTS,loyalty,60,billboard.com.br,pt,tld,ko,ko,0.862,,0.138,0
BTS,loyalty,61,t24.com.tr,tr,tld,ko,ko,0.797,,0.203,0
BTS,loyalty,62,www.hankyung.com,ko,override,ko,ko,0.943,,0.057,1
BTS,loyalty,63,www.hankyung.com,ko,override,ko,ko,0.88,,0.12,1
BTS,loyalty,64,www.hankyung.com,ko,override,ko,ko,0.933,,0.067,1
BTS,loyalty,65,idea-noto.com,en,default,ko,ko,0.86,,0.132,0
BTS,loyalty,66,www.nme.com,en,override,ko,ko,0.875,,0.125,0
BTS,loyalty,67,www.cbc.ca,en,default,ko,ko,0.729,,0.271,0
BTS,loyalty,68,www.cbc.ca,en,default,ko,ko,0.696,,0.304,0
BTS,loyalty,69,www.timeout.com,en,override,ko,ko,0.733,,0.267,0
BTS,loyalty,70,www.allkpop.com,en,override,ko,ko,0.767,,0.233,0
BTS,loyalty,71,ar.wikipedia.org,ar,wiki,ko,ko,0.73,,0.27,0
BTS,loyalty,72,www.bts-armyfrance.fr,fr,tld,ko,ko,0.767,,0.233,0
BTS,loyalty,73,www.btsarmyspain.com,en,default,ko,ko,0.815,,0.185,0
BTS,spillover,0,en.wikipedia.org,en,wiki,ko,ko,0.882,,0.118,0
BTS,spillover,1,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
BTS,spillover,2,v.daum.net,ko,override,ko,ko,0.954,,0.046,1
BTS,spillover,3,innosight.innocean.com,en,default,ko,ko,0.723,,0.277,0
BTS,spillover,4,en.wikipedia.org,en,wiki,ko,ko,0.917,,0.083,0
BTS,spillover,5,en.wikipedia.org,en,wiki,ko,ko,0.854,,0.146,0
BTS,spillover,6,en.wikipedia.org,en,wiki,ko,ko,0.942,,0.058,0
BTS,spillover,7,en.wikipedia.org,en,wiki,ko,ko,0.915,,0.085,0
BTS,spillover,8,en.wikipedia.org,en,wiki,ko,ko,0.905,,0.095,0
BTS,spillover,9,www.fnnews.com,ko,override,ko,ko,0.953,,0.047,1
BTS,spillover,10,www.khan.co.kr,ko,tld,ko,ko,0.919,,0.081,1
BTS,spillover,11,www.forbes.com,en,override,ko,ko,0.903,,0.097,0
BTS,spillover,12,www.starnewskorea.com,en,override,ko,ko,0.833,,0.167,0
BTS,spillover,13,www.hollywoodreporter.com,en,default,ko,ko,0.781,,0.219,0
BTS,spillover,14,www.malaymail.com,en,override,ko,ko,1.0,,0.0,0
BTS,spillover,15,www.forbes.com,en,override,ko,ko,0.914,,0.086,0
BTS,spillover,16,www.forbes.com,en,override,ko,ko,0.804,,0.196,0
BTS,spillover,17,www.forbes.com,en,override,ko,ko,0.978,,0.022,0
BTS,spillover,18,en.wikipedia.org,en,wiki,latin,en,1.345,,1.0,1
BTS,spillover,19,en.wikipedia.org,en,wiki,latin,en,1.598,,1.0,1
BTS,spillover,20,en.wikipedia.org,en,wiki,latin,en,1.289,,1.0,1
BTS,spillover,21,en.wikipedia.org,en,wiki,latin,en,1.068,,1.0,1
BTS,spillover,22,en.wikipedia.org,en,wiki,latin,en,1.273,,1.0,1
BTS,spillover,23,v.daum.net,ko,override,latin,en,1.451,,1.0,0
BTS,spillover,24,www.forbes.com,en,override,latin,en,1.287,,1.0,1
BTS,spillover,25,www.thespiritsbusiness.com,en,default,latin,en,1.037,,1.0,1
BTS,spillover,26,www.digitalmusicnews.com,en,default,latin,en,1.211,,1.0,1
BTS,spillover,27,news.livenationentertainment.com,en,default,latin,en,1.232,,1.0,1
BTS,spillover,28,www.kedglobal.com,ko,override,latin,en,1.038,,1.0,0
BTS,spillover,29,www.grammy.com,en,default,latin,en,0.775,,1.0,1
BTS,spillover,30,www.forbes.com,en,override,latin,en,1.369,,1.0,1
BTS,spillover,31,www.oricon.co.jp,ja,tld,ko,ko,0.68,,0.32,0
BTS,spillover,32,www.oricon.co.jp,ja,tld,ko,ko,0.893,,0.107,0
BTS,spillover,33,www.oricon.co.jp,ja,tld,ko,ko,0.875,,0.125,0
BTS,spillover,34,www.oricon.co.jp,ja,tld,ko,ko,0.906,,0.094,0
BTS,spillover,35,www.oricon.co.jp,ja,tld,ko,ko,0.914,,0.086,0
BTS,spillover,36,natalie.mu,ja,override,ko,ko,0.774,,0.226,0
BTS,spillover,37,barks.jp,ja,override,ko,ko,0.621,,0.379,0
BTS,spillover,38,barks.jp,ja,override,ko,ko,0.698,,0.302,0
BTS,spillover,39,news.sina.com.cn,zh,override,ko,ko,0.742,,0.258,0
BTS,spillover,40,finance.sina.com.cn,zh,override,ko,ko,0.727,,0.273,0
BTS,spillover,41,ent.sina.com.cn,zh,override,ko,ko,0.681,,0.319,0
BTS,spillover,42,www.infobae.com,es,override,ko,ko,0.821,,0.179,0
BTS,spillover,43,www.infobae.com,es,override,ko,ko,0.6,,0.4,0
BTS,spillover,44,www.univision.com,es,override,ko,ko,0.755,,0.245,0
BTS,spillover,45,www.univision.com,es,override,ko,ko,0.783,,0.217,0
BTS,spillover,46,www.univision.com,es,override,ko,ko,0.625,,0.375,0
BTS,spillover,47,www.univision.com,es,override,ko,ko,0.7,,0.3,0
BTS,spillover,48,www.etoday.co.kr,ko,tld,ko,ko,0.948,,0.052,1
BTS,spillover,49,www.gwnews.org,en,default,ko,ko,0.933,,0.067,0
BTS,spillover,50,vntravellive.com,en,default,ko,ko,0.831,,0.169,0
BTS,spillover,51,www.medcom.id,id,tld,ko,ko,0.936,,0.064,0
BTS,spillover,52,oppal.co.id,id,tld,ko,ko,0.881,,0.119,0
BTS,spillover,53,en.wikipedia.org,en,wiki,latin,en,0.742,,0.711,1
BTS,spillover,54,en.wikipedia.org,en,wiki,latin,en,1.12,,0.809,1
BTS,spillover,55,en.wikipedia.org,en,wiki,ko,ko,0.681,,0.319,0
BTS,spillover,56,en.wikipedia.org,en,wiki,ko,ko,0.645,,0.355,0
BTS,spillover,57,en.wikipedia.org,en,wiki,ko,ko,0.867,,0.133,0
BTS,spillover,58,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
BTS,spillover,59,love.seoul.go.kr,ko,tld,ko,ko,0.932,,0.068,1
BTS,spillover,60,www.hankyung.com,ko,override,ko,ko,0.875,,0.125,1
BTS,spillover,61,news.nate.com,ko,override,ko,ko,0.935,,0.065,1
BTS,spillover,62,www.visitbusan.net,en,default,ko,ko,0.919,,0.081,0
BTS,spillover,63,tournwine.com,en,default,ko,ko,0.929,,0.071,0
