fandom,bullet_type,idx,n_numeric,n_bonus_kw,bonus_kw_hit,evidence_score,years_in_text
sg워너비,spillover,29,2,0,,2.0,2021
sg워너비,spillover,30,2,0,,2.0,2025
sg워너비,spillover,31,2,0,,2.0,2021|2022
sg워너비,spillover,32,1,0,,1.5,
sg워너비,spillover,33,2,0,,2.0,
sg워너비,spillover,34,3,0,,2.5,2018|2024
sg워너비,spillover,35,0,0,,1.0,
sg워너비,spillover,36,2,0,,2.0,2022
sg워너비,spillover,37,0,0,,1.0,
sg워너비,spillover,38,1,0,,1.5,
브라운아이즈,loyalty,0,6,0,,4.0,
브라운아이즈,loyalty,1,4,1,1위,3.3,
브라운아이즈,loyalty,2,1,1,1위,1.8,
브라운아이즈,loyalty,3,0,1,충성,1.3,
브라운아이즈,loyalty,4,3,2,결성|지속,3.1,
브라운아이즈,loyalty,5,0,0,,1.0,
브라운아이즈,loyalty,6,0,0,,1.0,
브라운아이즈,loyalty,7,1,0,,1.5,
브라운아이즈,loyalty,8,2,1,돌파,2.3,
브라운아이즈,loyalty,9,0,0,,1.0,
브라운아이즈,loyalty,10,3,0,,2.5,
브라운아이즈,loyalty,11,0,0,,1.0,
브라운아이즈,loyalty,12,2,0,,2.0,2015
브라운아이즈,loyalty,13,4,1,매진,3.3,2025
브라운아이즈,loyalty,14,1,0,,1.5,2025
브라운아이즈,loyalty,15,1,1,매진,1.8,2025
브라운아이즈,loyalty,16,0,1,매진,1.3,
브라운아이즈,loyalty,17,0,0,,1.0,
브라운아이즈,loyalty,18,1,0,,1.5,2023
브라운아이즈,loyalty,19,2,0,,2.0,
브라운아이즈,loyalty,20,3,0,,2.5,
브라운아이즈,loyalty,21,2,0,,2.0,
브라운아이즈,loyalty,22,1,1,팬클럽,1.8,2015
브라운아이즈,loyalty,23,2,1,1위,2.3,
브라운아이즈,loyalty,24,1,1,기부,1.8,
브라운아이즈,loyalty,25,3,0,,2.5,
브라운아이즈,loyalty,26,1,0,,1.5,2025
브라운아이즈,loyalty,27,3,0,,2.5,2025
브라운아이즈,loyalty,28,0,0,,1.0,
브라운아이즈,spillover,0,1,1,홍보대사,1.8,
브라운아이즈,spillover,1,0,1,협업,1.3,
브라운아이즈,spillover,2,0,0,,1.0,
브라운아이즈,spillover,3,0,0,,1.0,
브라운아이즈,spillover,4,1,0,,1.5,2015
브라운아이즈,spillover,5,0,0,,1.0,
브라운아이즈,spillover,6,0,0,,1.0,
브라운아이즈,spillover,7,0,0,,1.0,
브라운아이즈,spillover,8,3,0,,2.5,
브라운아이즈,spillover,9,4,0,,3.0,
브라운아이즈,spillover,10,4,0,,3.0,
브라운아이즈,spillover,11,1,0,,1.5,2025
브라운아이즈,spillover,12,0,0,,1.0,
브라운아이즈,spillover,13,0,0,,1.0,
브라운아이즈,spillover,14,0,0,,1.0,
브라운아이즈,spillover,15,1,0,,1.5,2021
브라운아이즈,spillover,16,2,0,,2.0,
브라운아이즈,spillover,17,4,0,,3.0,2015
브라운아이즈,spillover,18,5,1,콘서트,3.8,2015|2018
브라운아이즈,spillover,19,1,0,,1.5,2020
브라운아이즈,spillover,20,0,0,,1.0,
브라운아이즈,spillover,21,1,0,,1.5,
브라운아이즈,spillover,22,1,0,,1.5,2017
브라운아이즈,spillover,23,4,0,,3.0,
브라운아이즈,spillover,24,4,0,,3.0,
브라운아이즈,spillover,25,1,0,,1.5,
브라운아이즈,spillover,26,3,0,,2.5,
브라운아이즈,spillover,27,2,0,,2.0,2015
브라운아이즈,spillover,28,3,0,,2.5,
브라운아이즈,spillover,29,3,0,,2.5,
브라운아이즈,spillover,30,0,0,,1.0,
브라운아이즈,spillover,31,2,1,콘서트,2.3,2025
브라운아이즈,spillover,32,1,0,,1.5,
브라운아이즈,spillover,33,3,0,,2.5,
브라운아이즈,spillover,34,2,0,,2.0,2025
브라운아이즈,spillover,35,2,0,,2.0,2025
브라운아이즈,spillover,36,2,0,,2.0,
브라운아이즈,spillover,37,2,0,,2.0,
브라운아이즈,spillover,38,2,0,,2.0,
브라운아이즈,spillover,39,2,0,,2.0,
브라운아이즈,spillover,40,0,0,,1.0,
브라운아이즈,spillover,41,0,0,,1.0,
브라운아이즈,spillover,42,0,1,브랜드,1.3,
브라운아이즈,spillover,43,1,0,,1.5,2024
브라운아이즈,spillover,44,0,0,,1.0,
브라운아이즈,spillover,45,1,0,,1.5,
브라운아이즈,spillover,46,0,0,,1.0,
브라운아이즈,spillover,47,3,0,,2.5,
브라운아이즈,spillover,48,3,0,,2.5,
브라운아이즈,spillover,49,2,0,,2.0,
브라운아이즈,spillover,50,2,0,,2.0,2017
브라운아이즈,spillover,51,2,0,,2.0,
브라운아이즈,spillover,52,0,0,,1.0,
이문세,loyalty,0,1,0,,1.5,
이문세,loyalty,1,0,1,세대,1.3,
이문세,loyalty,2,0,0,,1.0,
이문세,loyalty,3,0,1,팬클럽,1.3,
이문세,loyalty,4,0,0,,1.0,
이문세,loyalty,5,0,0,,1.0,
이문세,loyalty,6,0,0,,1.0,2024
이문세,loyalty,7,2,0,,2.0,2018
이문세,loyalty,8,1,0,,1.5,2025
이문세,loyalty,9,2,1,매진,2.3,2025
이문세,loyalty,10,1,0,,1.5,
이문세,loyalty,11,1,0,,1.5,2019
이문세,loyalty,12,3,1,팬클럽,2.8,2019
이문세,loyalty,13,1,0,,1.5,
이문세,loyalty,14,2,1,매진,2.3,2024|2025
이문세,loyalty,15,1,1,팬클럽,1.8,
이문세,loyalty,16,4,1,매진,3.3,
이문세,loyalty,17,1,1,최초,1.8,2025
이문세,loyalty,18,2,0,,2.0,2025|2026
이문세,loyalty,19,3,1,팬클럽,2.8,2019
이문세,spillover,0,5,2,모델|브랜드,4.1,2021|2022
이문세,spillover,1,0,1,브랜드,1.3,
이문세,spillover,2,0,0,,1.0,
이문세,spillover,3,0,0,,1.0,
이문세,spillover,4,0,0,,1.0,
이문세,spillover,5,0,1,협업,1.3,
이문세,spillover,6,0,0,,1.0,
이문세,spillover,7,0,0,,1.0,2015|2018
이문세,spillover,8,2,1,투어,2.3,
이문세,spillover,9,0,0,,1.0,
이문세,spillover,10,0,2,상권|투어,1.6,
이문세,spillover,11,1,0,,1.5,2024
이문세,spillover,12,4,0,,3.0,
이문세,spillover,13,1,1,투어,1.8,2026
이문세,spillover,14,1,1,투어,1.8,
이문세,spillover,15,1,1,투어,1.8,2024
이문세,spillover,16,0,0,,1.0,
이문세,spillover,17,0,0,,1.0,
이문세,spillover,18,1,0,,1.5,2016|2017
이문세,spillover,19,5,0,,3.5,2015|2018|2020|2024
이문세,spillover,20,1,0,,1.5,
이문세,spillover,21,2,0,,2.0,2015|2020
이문세,spillover,22,1,0,,1.5,2015
이문세,spillover,23,1,1,콘서트,1.8,2025
이문세,spillover,24,1,0,,1.5,2026
이문세,spillover,25,1,1,모델,1.8,
이문세,spillover,26,1,1,모델,1.8,
이문세,spillover,27,1,2,모델|브랜드,2.1,2021|2022
이문세,spillover,28,1,1,모델,1.8,
이문세,spillover,29,1,1,모델,1.8,
이문세,spillover,30,1,1,모델,1.8,
이문세,spillover,31,1,0,,1.5,
이문세,spillover,32,1,0,,1.5,
이문세,spillover,33,1,0,,1.5,
이문세,spillover,34,1,0,,1.5,
이문세,spillover,35,1,0,,1.5,2024
이문세,spillover,36,3,1,투어,2.8,2024|2025
이문세,spillover,37,1,2,지역|투어,2.1,
이문세,spillover,38,3,0,,2.5,2025
이문세,spillover,39,3,0,,2.5,2018|2025
이문세,spillover,40,3,1,콘서트,2.8,2024|2025
이문세,spillover,41,1,1,콘서트,1.8,
이문세,spillover,42,1,0,,1.5,2024
이문세,spillover,43,1,1,협업,1.8,2018
이문세,spillover,44,1,0,,1.5,2017
이문세,spillover,45,1,1,협업,1.8,2018
이문세,spillover,46,1,1,수익,1.8,2015
이문세,spillover,47,2,1,투어,2.3,2025
이문세,spillover,48,3,0,,2.5,2018|2025
이문세,spillover,49,2,0,,2.0,
윤도현,loyalty,0,0,0,,1.0,
윤도현,loyalty,1,2,0,,2.0,
윤도현,loyalty,2,2,0,,2.0,2015
윤도현,loyalty,3,3,0,,2.5,
윤도현,loyalty,4,1,1,결성,1.8,
윤도현,loyalty,5,1,0,,1.5,2026
윤도현,loyalty,6,0,0,,1.0,2015
윤도현,loyalty,7,0,0,,1.0,2025
윤도현,loyalty,8,1,1,매진,1.8,
윤도현,loyalty,9,2,1,지속,2.3,2025
윤도현,loyalty,10,1,1,매진,1.8,2025
윤도현,loyalty,11,1,0,,1.5,
윤도현,loyalty,12,1,1,세대,1.8,2025
윤도현,loyalty,13,1,1,확장,1.8,2025
윤도현,loyalty,14,1,2,기부|팬클럽,2.1,2018
윤도현,loyalty,15,0,1,팬클럽,1.3,
윤도현,loyalty,16,2,0,,2.0,
윤도현,loyalty,17,1,0,,1.5,
윤도현,loyalty,18,1,1,기부,1.8,
윤도현,loyalty,19,1,0,,1.5,
윤도현,loyalty,20,1,0,,1.5,
윤도현,loyalty,21,1,0,,1.5,
윤도현,loyalty,22,1,1,매진,1.8,2025
윤도현,loyalty,23,1,1,결성,1.8,2025
윤도현,loyalty,24,1,2,기부|팬클럽,2.1,2020
윤도현,loyalty,25,1,0,,1.5,2026
윤도현,loyalty,26,2,0,,2.0,2020
윤도현,loyalty,27,2,1,팬클럽,2.3,2026
윤도현,loyalty,28,2,0,,2.0,2025
윤도현,spillover,0,0,1,브랜드,1.3,
윤도현,spillover,1,1,2,모델|브랜드,2.1,2022
윤도현,spillover,2,0,0,,1.0,
윤도현,spillover,3,2,0,,2.0,
윤도현,spillover,4,0,0,,1.0,
윤도현,spillover,5,0,0,,1.0,
윤도현,spillover,6,0,0,,1.0,
윤도현,spillover,7,2,1,투어,2.3,2025
윤도현,spillover,8,0,1,홍보대사,1.3,
윤도현,spillover,9,0,3,관광|지자체|지역,1.9,
윤도현,spillover,10,1,0,,1.5,2025
윤도현,spillover,11,0,0,,1.0,
윤도현,spillover,12,0,0,,1.0,2024
윤도현,spillover,13,0,0,,1.0,
윤도현,spillover,14,0,0,,1.0,
윤도현,spillover,15,0,0,,1.0,2020
윤도현,spillover,16,0,0,,1.0,
윤도현,spillover,17,3,0,,2.5,2021|2022
윤도현,spillover,18,7,0,,4.5,2016|2017|2018|2020|2024
윤도현,spillover,19,3,0,,2.5,2020|2024|2025
윤도현,spillover,20,4,0,,3.0,2015|2021
윤도현,spillover,21,0,0,,1.0,
윤도현,spillover,22,1,1,홍보대사,1.8,2020
윤도현,spillover,23,2,1,홍보대사,2.3,2020
윤도현,spillover,24,1,1,콘서트,1.8,2026
윤도현,spillover,25,1,1,모델,1.8,2022
윤도현,spillover,26,1,1,모델,1.8,
윤도현,spillover,27,1,2,모델|브랜드,2.1,2022
윤도현,spillover,28,1,0,,1.5,2026
윤도현,spillover,29,1,0,,1.5,2026
윤도현,spillover,30,2,0,,2.0,2021
윤도현,spillover,31,0,0,,1.0,
윤도현,spillover,32,1,2,투어|콘서트,2.1,2026
윤도현,spillover,33,2,0,,2.0,2020
윤도현,spillover,34,0,0,,1.0,
윤도현,spillover,35,1,1,수익,1.8,
윤도현,spillover,36,1,0,,1.5,2018
윤도현,spillover,37,2,1,콘서트,2.3,2015
윤도현,spillover,38,2,0,,2.0,2016
윤도현,spillover,39,1,0,,1.5,
윤도현,spillover,40,2,1,투어,2.3,2025
윤도현,spillover,41,2,2,투어|콘서트,2.6,2018
잔나비,loyalty,0,3,1,팬카페,2.8,2015
잔나비,loyalty,1,1,1,매진,1.8,2019
잔나비,loyalty,2,2,2,매진|지속,2.6,2020|2024|2025
잔나비,loyalty,3,3,1,매진,2.8,2019|2020
잔나비,loyalty,4,0,0,,1.0,2025|2026
잔나비,loyalty,5,0,0,,1.0,2019|2022
잔나비,loyalty,6,1,1,매진,1.8,2025|2026
잔나비,loyalty,7,1,0,,1.5,2025
잔나비,loyalty,8,1,0,,1.5,2025
잔나비,loyalty,9,0,0,,1.0,
잔나비,loyalty,10,0,0,,1.0,
잔나비,loyalty,11,0,0,,1.0,
잔나비,loyalty,12,1,1,기부,1.8,
잔나비,loyalty,13,0,0,,1.0,2026
잔나비,loyalty,14,0,0,,1.0,
잔나비,loyalty,15,0,0,,1.0,
잔나비,loyalty,16,3,1,기부,2.8,2025
잔나비,loyalty,17,1,1,매진,1.8,2019
잔나비,loyalty,18,2,1,매진,2.3,2020
잔나비,loyalty,19,1,0,,1.5,2021
잔나비,spillover,0,1,0,,1.5,2022
잔나비,spillover,1,0,0,,1.0,
잔나비,spillover,2,4,0,,3.0,2022
잔나비,spillover,3,0,2,브랜드|협업,1.6,
잔나비,spillover,4,0,0,,1.0,
잔나비,spillover,5,0,0,,1.0,2023|2025
잔나비,spillover,6,0,0,,1.0,2018|2020|2021
잔나비,spillover,7,1,0,,1.5,2022
잔나비,spillover,8,0,0,,1.0,
잔나비,spillover,9,1,0,,1.5,2026
잔나비,spillover,10,0,1,투어,1.3,
잔나비,spillover,11,2,0,,2.0,
잔나비,spillover,12,2,0,,2.0,2022
잔나비,spillover,13,3,0,,2.5,2019
잔나비,spillover,14,0,0,,1.0,
잔나비,spillover,15,0,0,,1.0,
잔나비,spillover,16,0,0,,1.0,2025
잔나비,spillover,17,1,0,,1.5,2025
잔나비,spillover,18,0,0,,1.0,
잔나비,spillover,19,1,0,,1.5,2019
잔나비,spillover,20,1,0,,1.5,2023
잔나비,spillover,21,1,0,,1.5,2022
잔나비,spillover,22,2,0,,2.0,2018|2022
잔나비,spillover,23,3,0,,2.5,2017|2019|2022
잔나비,spillover,24,1,0,,1.5,2023
잔나비,spillover,25,1,0,,1.5,2018
잔나비,spillover,26,1,0,,1.5,2023
잔나비,spillover,27,1,0,,1.5,
잔나비,spillover,28,2,1,협업,2.3,2025
잔나비,spillover,29,1,1,콘서트,1.8,2026
잔나비,spillover,30,2,0,,2.0,2024
잔나비,spillover,31,1,2,브랜드|협업,2.1,2023
잔나비,spillover,32,1,1,협업,1.8,2025
잔나비,spillover,33,1,1,협업,1.8,2023
잔나비,spillover,34,1,1,협업,1.8,2025
잔나비,spillover,35,1,1,브랜드,1.8,2023
잔나비,spillover,36,1,0,,1.5,2019
잔나비,spillover,37,1,0,,1.5,2020
잔나비,spillover,38,2,0,,2.0,2022|2023
잔나비,spillover,39,1,0,,1.5,2022
잔나비,spillover,40,1,1,투어,1.8,2026
잔나비,spillover,41,2,0,,2.0,2025|2026
잔나비,spillover,42,4,1,콘서트,3.3,2024
잔나비,spillover,43,0,0,,1.0,
잔나비,spillover,44,2,0,,2.0,2019|2026
잔나비,spillover,45,1,1,투어,1.8,2026
잔나비,spillover,46,0,0,,1.0,
잔나비,spillover,47,0,0,,1.0,
잔나비,spillover,48,1,0,,1.5,
CNBLUE,loyalty,0,5,2,1위|최초,4.1,
CNBLUE,loyalty,1,5,1,1위,3.8,
CNBLUE,loyalty,2,3,1,1위,2.8,2015
CNBLUE,loyalty,3,0,1,팬클럽,1.3,
CNBLUE,loyalty,4,2,2,1위|최초,2.6,
CNBLUE,loyalty,5,0,0,,1.0,
CNBLUE,loyalty,6,0,0,,1.0,2016
CNBLUE,loyalty,7,0,0,,1.0,
CNBLUE,loyalty,8,0,0,,1.0,
CNBLUE,loyalty,9,0,0,,1.0,2022
CNBLUE,loyalty,10,0,0,,1.0,
CNBLUE,loyalty,11,0,0,,1.0,
CNBLUE,loyalty,12,0,0,,1.0,
CNBLUE,loyalty,13,1,1,지속,1.8,2026
CNBLUE,loyalty,14,1,1,팬클럽,1.8,2026
CNBLUE,loyalty,15,1,1,팬클럽,1.8,2024
CNBLUE,loyalty,16,1,0,,1.5,2026
CNBLUE,loyalty,17,1,0,,1.5,2026
CNBLUE,loyalty,18,0,1,확장,1.3,2026
CNBLUE,loyalty,19,1,0,,1.5,2026
CNBLUE,loyalty,20,0,0,,1.0,
CNBLUE,loyalty,21,0,0,,1.0,
CNBLUE,loyalty,22,0,0,,1.0,
CNBLUE,loyalty,23,0,0,,1.0,
CNBLUE,loyalty,24,0,0,,1.0,
CNBLUE,loyalty,25,0,0,,1.0,
CNBLUE,loyalty,26,1,0,,1.5,
CNBLUE,loyalty,27,0,1,팬클럽,1.3,
CNBLUE,loyalty,28,1,1,팬클럽,1.8,
CNBLUE,loyalty,29,1,1,기부,1.8,
CNBLUE,loyalty,30,2,1,매진,2.3,2026
CNBLUE,loyalty,31,0,1,매진,1.3,
CNBLUE,loyalty,32,0,0,,1.0,
CNBLUE,spillover,0,1,1,투어,1.8,
CNBLUE,spillover,1,2,1,투어,2.3,2016
CNBLUE,spillover,2,3,0,,2.5,
CNBLUE,spillover,3,1,0,,1.5,
CNBLUE,spillover,4,0,0,,1.0,
CNBLUE,spillover,5,0,0,,1.0,2025|2026
CNBLUE,spillover,6,2,0,,2.0,2026
CNBLUE,spillover,7,1,2,지역|투어,2.1,2026
CNBLUE,spillover,8,0,0,,1.0,
CNBLUE,spillover,9,0,0,,1.0,
CNBLUE,spillover,10,0,0,,1.0,
CNBLUE,spillover,11,0,0,,1.0,
CNBLUE,spillover,12,0,0,,1.0,
CNBLUE,spillover,13,1,1,투어,1.8,
CNBLUE,spillover,14,1,0,,1.5,2025
CNBLUE,spillover,15,0,2,투어|콘서트,1.6,
CNBLUE,spillover,16,1,0,,1.5,2024
CNBLUE,spillover,17,2,0,,2.0,
CNBLUE,spillover,18,2,0,,2.0,
CNBLUE,spillover,19,2,0,,2.0,2015
CNBLUE,spillover,20,2,0,,2.0,
CNBLUE,spillover,21,2,0,,2.0,
CNBLUE,spillover,22,3,0,,2.5,2015|2026
CNBLUE,spillover,23,0,0,,1.0,
CNBLUE,spillover,24,0,0,,1.0,
CNBLUE,spillover,25,1,0,,1.5,2025
CNBLUE,spillover,26,1,0,,1.5,2025
CNBLUE,spillover,27,4,0,,3.0,2016|2025
CNBLUE,spillover,28,0,0,,1.0,2024
CNBLUE,spillover,29,1,0,,1.5,2020
CNBLUE,spillover,30,1,0,,1.5,
CNBLUE,spillover,31,0,1,투어,1.3,
CNBLUE,spillover,32,3,0,,2.5,
CNBLUE,spillover,33,5,0,,3.5,2021|2023
CNBLUE,spillover,34,6,0,,4.0,2017|2021|2023|2024
CNBLUE,spillover,35,4,0,,3.0,2017|2018|2023
CNBLUE,spillover,36,5,0,,3.5,2015|2020|2023|2024
CNBLUE,spillover,37,0,0,,1.0,
CNBLUE,spillover,38,3,1,콘서트,2.8,2024|2025
CNBLUE,spillover,39,0,1,홍보대사,1.3,
CNBLUE,spillover,40,1,2,브랜드|홍보대사,2.1,2024
CNBLUE,spillover,41,1,0,,1.5,2015
CNBLUE,spillover,42,1,2,브랜드|협업,2.1,
CNBLUE,spillover,43,1,2,브랜드|협업,2.1,
CNBLUE,spillover,44,1,1,브랜드,1.8,
CNBLUE,spillover,45,1,2,투어|콘서트,2.1,
CNBLUE,spillover,46,1,0,,1.5,2026
CNBLUE,spillover,47,0,1,콘서트,1.3,
CNBLUE,spillover,48,1,1,투어,1.8,2026
CNBLUE,spillover,49,2,0,,2.0,2019
CNBLUE,spillover,50,2,1,콘서트,2.3,2026
BTS,loyalty,0,4,0,,3.0,2026
BTS,loyalty,1,0,0,,1.0,
BTS,loyalty,2,4,1,1위,3.3,2019
BTS,loyalty,3,1,1,최초,1.8,
BTS,loyalty,4,3,2,기부|결속,3.1,2025
BTS,loyalty,5,3,1,최초,2.8,2017
BTS,loyalty,6,2,0,,2.0,2021|2022
BTS,loyalty,7,2,0,,2.0,2020
BTS,loyalty,8,3,0,,2.5,2017|2022
BTS,loyalty,9,1,3,돌파|역사|최초,2.4,2026
BTS,loyalty,10,1,1,매진,1.8,2026
BTS,loyalty,11,1,1,매진,1.8,2026
BTS,loyalty,12,1,0,,1.5,
BTS,loyalty,13,0,0,,1.0,
BTS,loyalty,14,1,0,,1.5,2026
BTS,loyalty,15,0,0,,1.0,
BTS,loyalty,16,0,0,,1.0,
BTS,loyalty,17,0,0,,1.0,
BTS,loyalty,18,0,0,,1.0,2017
BTS,loyalty,19,0,0,,1.0,2019
BTS,loyalty,20,0,0,,1.0,2020
BTS,loyalty,21,2,0,,2.0,2019
BTS,loyalty,22,0,0,,1.0,2017|2021
BTS,loyalty,23,0,0,,1.0,2026
BTS,loyalty,24,0,0,,1.0,2026
BTS,loyalty,25,0,0,,1.0,
BTS,loyalty,26,0,0,,1.0,
BTS,loyalty,27,0,0,,1.0,
BTS,loyalty,28,0,0,,1.0,
BTS,loyalty,29,0,0,,1.0,
BTS,loyalty,30,0,0,,1.0,
BTS,loyalty,31,0,0,,1.0,
BTS,loyalty,32,3,2,매진|결속,3.1,2026
BTS,loyalty,33,3,1,매진,2.8,
BTS,loyalty,34,1,1,매진,1.8,
BTS,loyalty,35,4,1,기부,3.3,2020
BTS,loyalty,36,2,0,,2.0,2018
BTS,loyalty,37,1,0,,1.5,
BTS,loyalty,38,1,0,,1.5,2019
BTS,loyalty,39,0,0,,1.0,
BTS,loyalty,40,0,0,,1.0,
BTS,loyalty,41,0,0,,1.0,
BTS,loyalty,42,0,0,,1.0,
BTS,loyalty,43,0,0,,1.0,
BTS,loyalty,44,0,0,,1.0,
BTS,loyalty,45,0,0,,1.0,
BTS,loyalty,46,0,0,,1.0,
BTS,loyalty,47,0,0,,1.0,
BTS,loyalty,48,0,0,,1.0,
BTS,loyalty,49,0,0,,1.0,
BTS,loyalty,50,1,2,돌파|최초,2.1,
BTS,loyalty,51,2,1,1위,2.3,2025
BTS,loyalty,52,0,0,,1.0,
BTS,loyalty,53,0,0,,1.0,
BTS,loyalty,54,0,0,,1.0,
BTS,loyalty,55,2,0,,2.0,
BTS,loyalty,56,1,0,,1.5,2024
BTS,loyalty,57,1,0,,1.5,
BTS,loyalty,58,1,0,,1.5,2026
BTS,loyalty,59,2,0,,2.0,2018
BTS,loyalty,60,1,0,,1.5,
BTS,loyalty,61,0,0,,1.0,
BTS,loyalty,62,2,0,,2.0,2017
BTS,loyalty,63,3,1,기부,2.8,2020
BTS,loyalty,64,2,1,기부,2.3,
BTS,loyalty,65,5,1,팬클럽,3.8,2021
BTS,loyalty,66,0,1,매진,1.3,
BTS,loyalty,67,0,0,,1.0,
BTS,loyalty,68,0,0,,1.0,
BTS,loyalty,69,0,0,,1.0,
BTS,loyalty,70,6,1,매진,4.3,2026
BTS,loyalty,71,1,2,매진|팬클럽,2.1,
BTS,loyalty,72,0,0,,1.0,
BTS,loyalty,73,0,0,,1.0,
BTS,spillover,0,3,0,,2.5,
BTS,spillover,1,2,2,관광|소비,2.6,
BTS,spillover,2,5,0,,3.5,2026
BTS,spillover,3,2,0,,2.0,
BTS,spillover,4,2,2,매출|투어,2.6,2026
BTS,spillover,5,2,0,,2.0,
BTS,spillover,6,3,2,관광|방문,3.1,2018
BTS,spillover,7,1,0,,1.5,2018
BTS,spillover,8,0,0,,1.0,
BTS,spillover,9,0,0,,1.0,
BTS,spillover,10,1,0,,1.5,
BTS,spillover,11,0,0,,1.0,
BTS,spillover,12,0,0,,1.0,
BTS,spillover,13,1,0,,1.5,
BTS,spillover,14,1,0,,1.5,2026
BTS,spillover,15,1,0,,1.5,
BTS,spillover,16,0,2,지역|투어,1.6,
BTS,spillover,17,2,1,앰버서더,2.3,2026
BTS,spillover,18,1,0,,1.5,2021
BTS,spillover,19,0,0,,1.0,2018
BTS,spillover,20,0,0,,1.0,2020
BTS,spillover,21,0,0,,1.0,2018
BTS,spillover,22,0,0,,1.0,2022
BTS,spillover,23,6,0,,4.0,2026
BTS,spillover,24,0,0,,1.0,2026
BTS,spillover,25,0,0,,1.0,2026
BTS,spillover,26,0,0,,1.0,2026
BTS,spillover,27,0,0,,1.0,2026
BTS,spillover,28,0,0,,1.0,
BTS,spillover,29,0,0,,1.0,
BTS,spillover,30,0,0,,1.0,
BTS,spillover,31,1,2,경제효과|투어,2.1,
BTS,spillover,32,1,1,투어,1.8,
BTS,spillover,33,1,0,,1.5,
BTS,spillover,34,1,1,투어,1.8,
BTS,spillover,35,0,0,,1.0,
BTS,spillover,36,2,0,,2.0,
BTS,spillover,37,0,0,,1.0,
BTS,spillover,38,1,0,,1.5,2026
BTS,spillover,39,0,0,,1.0,
BTS,spillover,40,1,0,,1.5,
BTS,spillover,41,0,0,,1.0,
BTS,spillover,42,0,1,콘서트,1.3,
BTS,spillover,43,0,1,협업,1.3,
BTS,spillover,44,0,0,,1.0,
BTS,spillover,45,0,0,,1.0,
BTS,spillover,46,0,0,,1.0,
BTS,spillover,47,0,1,방문,1.3,
BTS,spillover,48,1,2,관광|소비,2.1,
BTS,spillover,49,0,3,관광|지역|콘서트,1.9,
BTS,spillover,50,1,2,경제효과|관광,2.1,2026
BTS,spillover,51,5,1,소비,3.8,
BTS,spillover,52,1,2,관광|콘서트,2.1,
BTS,spillover,53,1,1,협업,1.8,2020|2021
BTS,spillover,54,3,0,,2.5,2026
BTS,spillover,55,3,0,,2.5,2023
BTS,spillover,56,0,0,,1.0,2026
BTS,spillover,57,0,0,,1.0,2026
BTS,spillover,58,1,2,매출|투어,2.1,2026
BTS,spillover,59,0,3,관광|방문|투어,1.9,
BTS,spillover,60,0,1,관광,1.3,
BTS,spillover,61,0,2,관광|지역,1.6,
BTS,spillover,62,0,1,관광,1.3,
BTS,spillover,63,0,2,투어|콘서트,1.6,
BTS,spillover,64,0,0,,1.0,
BTS,spillover,65,0,0,,1.0,
BTS,spillover,66,0,0,,1.0,
BTS,spillover,67,0,0,,1.0,
BTS,spillover,68,0,0,,1.0,
BTS,spillover,69,0,0,,1.0,
BTS,spillover,70,0,1,브랜드,1.3,2025
BTS,spillover,71,0,5,관광|협업|지역|투어|콘서트,2.5,
BTS,spillover,72,0,0,,1.0,
BTS,spillover,73,0,0,,1.0,
BTS,spillover,74,1,0,,1.5,2023
BTS,spillover,75,2,2,수익|콘서트,2.6,2019
BTS,spillover,76,0,0,,1.0,2024
BTS,spillover,77,4,0,,3.0,2025
BTS,spillover,78,1,1,콘서트,1.8,2023
BTS,spillover,79,2,0,,2.0,2020
BTS,spillover,80,3,0,,2.5,2015|2017|2023
BTS,spillover,81,1,0,,1.5,2026
BTS,spillover,82,2,1,콘서트,2.3,2019|2025
BTS,spillover,83,2,0,,2.0,2024
BTS,spillover,84,1,1,수익,1.8,2017
BTS,spillover,85,2,0,,2.0,2021
BTS,spillover,86,5,1,협업,3.8,2019|2020
BTS,spillover,87,1,1,모델,1.8,
BTS,spillover,88,0,1,협업,1.3,
BTS,spillover,89,2,1,콘서트,2.3,
BTS,spillover,90,1,1,모델,1.8,
BTS,spillover,91,2,1,소비,2.3,2020
BTS,spillover,92,3,0,,2.5,2023
BTS,spillover,93,2,2,앰버서더|브랜드,2.6,
BTS,spillover,94,5,2,모델|브랜드,4.1,2026
BTS,spillover,95,0,0,,1.0,
BTS,spillover,96,0,1,브랜드,1.3,
BTS,spillover,97,2,0,,2.0,
BTS,spillover,98,1,1,투어,1.8,2026
BTS,spillover,99,1,1,앰버서더,1.8,2024
BTS,spillover,100,1,1,앰버서더,1.8,2024
BTS,spillover,101,1,1,앰버서더,1.8,2023
BTS,spillover,102,0,1,앰버서더,1.3,
BTS,spillover,103,0,1,앰버서더,1.3,
BTS,spillover,104,1,1,모델,1.8,2018|2020
BTS,spillover,105,1,1,모델,1.8,2018|2020
BTS,spillover,106,1,1,모델,1.8,2017|2021
BTS,spillover,107,2,2,모델|브랜드,2.6,2015|2018|2019
BTS,spillover,108,2,1,모델,2.3,2018|2020
BTS,spillover,109,2,1,모델,2.3,2018|2020
BTS,spillover,110,1,1,협업,1.8,2019
BTS,spillover,111,0,1,협업,1.3,
BTS,spillover,112,0,0,,1.0,
BTS,spillover,113,2,1,홍보대사,2.3,2021|2022
BTS,spillover,114,1,0,,1.5,2019
