사전,항목,값,출처,비고
광고·상업성 업종 목록(INDUSTRIES),업종,쇼핑,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,엔터테인먼트,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,복지/행정,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,부동산,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,교육,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,게임,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,패션/의류,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,뉴스,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,도서/참고자료,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,기타,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",미용,LUNA,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",미용,리즈케이,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",미용,Lizé Kay,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",미용,달바,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",미용,비비랩(건강/의료 중복 등록도 병행),data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",식음료,Hachu,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",패션/의류,RNDM SEASON,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",복지/행정,투게더밴드,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",복지/행정,TOGETHERBAND,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",가정/생활,휴롬,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",가정/생활,일룸,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",가정/생활,슬로우베드,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
"광고·상업성 업종 키워드(INDUSTRY_KEYWORDS, r65 추가분만)",건강/의료,비비랩,data/v7_rounds/merge_log_r65.json,부분 — 전체 사전 아님
팬덤 결속 유형(COHESION categories),유형,A_공식팬클럽·회원제,data/v7_final/fandom_cohesion_index_v7.json,유형별 키워드 목록은 저장소에 없음
팬덤 결속 유형(COHESION categories),유형,B_팬카페·온라인커뮤니티,data/v7_final/fandom_cohesion_index_v7.json,유형별 키워드 목록은 저장소에 없음
팬덤 결속 유형(COHESION categories),유형,C_팬덤정체성·문화,data/v7_final/fandom_cohesion_index_v7.json,유형별 키워드 목록은 저장소에 없음
팬덤 결속 유형(COHESION categories),유형,E_오프라인결집·이벤트,data/v7_final/fandom_cohesion_index_v7.json,유형별 키워드 목록은 저장소에 없음
팬덤 결속 유형(COHESION categories),유형,D_기부·후원캠페인(팬덤주도),data/v7_final/fandom_cohesion_index_v7.json,유형별 키워드 목록은 저장소에 없음
팬덤 결속 D 게이트 공존어,D_기부·후원,팬클럽,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,팬카페,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,팬덤,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,팬들,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,함께,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,자발적,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,정회원,fandom_cohesion_index_v7.json methodology,
팬덤 결속 D 게이트 공존어,D_기부·후원,회원,fandom_cohesion_index_v7.json methodology,
미디어·콘텐츠 노출 서브태그(subtags),서브태그,예능,data/v7_final/media_exposure_v7.json,서브태그별 확장 키워드는 저장소에 없음(서브태그명 문자열 매칭)
미디어·콘텐츠 노출 서브태그(subtags),서브태그,유튜브,data/v7_final/media_exposure_v7.json,서브태그별 확장 키워드는 저장소에 없음(서브태그명 문자열 매칭)
미디어·콘텐츠 노출 서브태그(subtags),서브태그,영화,data/v7_final/media_exposure_v7.json,서브태그별 확장 키워드는 저장소에 없음(서브태그명 문자열 매칭)
미디어·콘텐츠 노출 서브태그(subtags),서브태그,드라마,data/v7_final/media_exposure_v7.json,서브태그별 확장 키워드는 저장소에 없음(서브태그명 문자열 매칭)
